,name,pri,casrn,class,mw,use
5941,Iodide ion,37647,Not Listed,Inorganic,141.94,Breakdown product
5942,beta-Conglutin,37648,Not Listed,Botanical,0,Fungicide
5943,"2,4,6-Tris(dimethylaminomethyl)phenol",37649,Not Listed,Phenol,0,Not Listed
5944,Thiocyclam hydrogen oxalate,37651,31895-22-4,Nereistoxin,271.377,Insecticide
5945,Primisulfuron,37652,113036-87-6,Sulfonylurea,440.28,Herbicide
5946,Esbiothrin,37653,584-79-2,Pyrethroid,302.4,Insecticide
5947,Sulfoxaflor,37654,946578-00-3,Neonicotinoid,277.05,Insecticide
5948,"Biomass fuel (primarily wood), indoor emissions from household combustion of",37657,Not Listed,Not Listed,0,Combustion byproduct
5949,"Mate, hot",37658,Not Listed,Not Listed,0,Natural component of foo
5950,Afidopyropen,37660,915972-17-7,Unclassified,0,Insecticide
5951,Clacyfos,37661,215655-76-8,"Chlorophenoxy acid, salt, or ester",0,Herbicide
5952,Isofetamid,37662,875915-78-9,Amide,0,Fungicide
5953,Pyflubumide,37663,926914-55-8,Pyrazole,0,Insecticide
5954,Tolprocarb,37664,911499-62-2,Other Carbamate,0,Fungicide
5955,"DDT, DDE, DDD (in combination)",37665,Not Listed,Organochlorine,0,Insecticide
5956,Tylosin tartrate,37666,"1405-54-5, 74610-55-2",Macrocyclic Lactone,1982.31,Antibiotic
5957,Lincomycin hydrochloride,37667,859-18-7,Not Listed,443.06,Antibiotic
5958,"3-Ketopetromyzonol-24-sulfate, ammonium salt",37669,435327-06-3,Not Listed,0,Not Listed
5959,"Aminocyclopyrachlor, triethylamine salt",37670,858956-32-8,Not Listed,313.8,Herbicide
5960,Glycidyl ether,37673,Not Listed,Not Listed,0,Not Listed
5961,Aureobasidium pullulans strain DSM 14940,37681,67891-88-7,Microbial,0,Fungicide
5962,Anabasine sulfate,37682,6382-19-0,Botanical,0,Insecticide
5963,Herbimycin,37683,70563-58-5,Unclassified,0,Herbicide
5964,Heptafluthrin,37684,1130296-65-9,Pyrethroid,0,Insecticide
5965,Pyriminostrobin,37686,1257598-43-8,Strobin,0,Insecticide
5966,Rescalure,37687,64309-03-1,Pheromone,0,Pheromone
5967,Coumoxystrobin,37688,850881-70-8,Strobin,0,Fungicide
5968,Enoxastrobin,37689,238410-11-2,Strobin,0,Fungicide
5969,Fenaminstrobin,37690,366815-39-6,"Strobin, Amide",0,Fungicide
5970,Flufenoxystrobin,37691,918162-02-4,Strobin,0,"Fungicide,Insecticide"
5971,Pyrisoxazole,37692,847749-37-5,"Oxazole, Pyridine",0,Fungicide
5972,Triclopyricarb,37694,902760-40-1,"Strobin, Pyridine",0,Fungicide
5973,Carboxazole,37696,55808-13-4,Oxazole,0,Herbicide
5974,"Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)",37776,25732-74-5,Not Listed,0,Not Listed
5975,Arsenobetaine and other organic arsenic compounds that are not metabolized in humans,37777,64436-13-1,Not Listed,0,Not Listed
5976,11H-Benz[bc]aceanthrylene,37778,202-94-8,Not Listed,0,Not Listed
5977,Benz[j]aceanthrylene,37779,202-33-5,Not Listed,0,Not Listed
5978,Benz[l]aceanthrylene,37780,211-91-6,Not Listed,0,Not Listed
5979,Benzo[b]chrysene,37781,214-17-5,Not Listed,0,Not Listed
5980,Benzo[g]chrysene,37782,196-78-1,Not Listed,0,Not Listed
5981,BK polyomavirus (BKV),37783,Not Listed,Not Listed,0,Not Listed
5982,Calcium carbide production,37784,Not Listed,Not Listed,0,Not Listed
5983,Carbon electrode manufacture,37785,Not Listed,Not Listed,0,Not Listed
5984,"Coal, indoor emissions from household combustion of",37786,Not Listed,Not Listed,0,Combustion byproduct
5985,4H-Cyclopenta[def]chrysene,37787,202-98-2,Not Listed,0,Not Listed
5986,"5,6-Cyclopenteno-1,2-benzanthracene",37788,7099-43-6,Not Listed,0,Not Listed
5987,"Dibenz[c,h[acridine",37789,224-53-3,Not Listed,0,Not Listed
5988,"13H-Dibenzo[a,g]fluorene",37790,207-83-0,Not Listed,0,Not Listed
5989,"Dibenzo[e,l]pyrene",37791,192-51-8,Not Listed,0,Not Listed
5990,Dihydroaceanthrylene,37792,641-48-5,Not Listed,0,Not Listed
5991,Firefighter (occupational exposure as a),37793,Not Listed,Not Listed,0,Not Listed
5992,"Fission products, including strontium-90",37794,Not Listed,Not Listed,0,Not Listed
5993,"Frying, emissions from high-temperature",37795,Not Listed,Not Listed,0,Combustion byproduct
5994,Human papillomavirus types 5 and 8 (in patients with epidermodysplasia verruciformis),37796,Not Listed,Not Listed,0,Not Listed
5995,"Human papillomavirus types 26, 53, 66, 67, 70, 73, 82",37797,Not Listed,Not Listed,0,Not Listed
5996,"Human papillomavirus types 30, 34, 69, 85, 97",37798,Not Listed,Not Listed,0,Not Listed
5997,Human papillomavirus type 68,37799,Not Listed,Not Listed,0,Not Listed
5998,Ionizing radiation (all types),37800,Not Listed,Not Listed,0,Not Listed
5999,JC polyomavirus (JCV),37801,Not Listed,Not Listed,0,Not Listed
6000,Malaria (caused by infection with Plasmodium falciparum in holoendemic areas),37802,Not Listed,Not Listed,0,Not Listed
6001,Merkel cell polyomavirus (MCV),37803,Not Listed,Not Listed,0,Not Listed
6002,Microcystis extracts,37804,Not Listed,Not Listed,0,Not Listed
6003,"Naphtho[1,2-b]fluoranthene",37805,111189-32-3,Not Listed,0,Not Listed
6004,"Naphtho[2,1-a]fluoranthene",37806,203-20-3,Not Listed,0,Not Listed
6005,"Naphtho[2,3-e]pyrene",37807,193-09-9,Not Listed,0,Not Listed
6006,Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation,37808,Not Listed,Not Listed,0,Not Listed
6007,3-Nitrobenzanthrone,37809,17117-34-9,Not Listed,0,Not Listed
6008,Nodularins,37810,118399-22-7,Not Listed,0,Not Listed
6009,Picene,37811,213-46-7,Not Listed,0,Not Listed
6010,Radiofrequency electromagnetic fields,37812,Not Listed,Not Listed,0,Not Listed
6011,Shiftwork that involves circadian disruption,37813,Not Listed,Not Listed,0,Not Listed
6012,SV40 polyomavirus,37814,Not Listed,Not Listed,0,Not Listed
6013,Acetaldehyde associated with consumption of alcoholic beverages,37815,Not Listed,Not Listed,0,Not Listed
6014,Silicone filled silicone oil,37816,Not Listed,Silicone,0,Adjuvant
6015,"Fatty Acids, C16-C18 and C18-unsaturated, branched and linear",37817,Not Listed,Fatty acid,0,Adjuvant
6016,Bacillus pumilus GHA 180,37818,Not Listed,Microbial,0,Plant Growth Regulator
6017,GS-U-ACTX-HV1A-SEQ2,37819,Not Listed,Microbial,0,Insecticide
6018,"Bacillus pumilus, strain F-33",37862,68582-99-0,Microbial,0,Plant Growth Regulator
6019,Momfluorothrin,37863,609346-29-4,Pyrethroid,0,Insecticide
6020,()-Methyl jasmonate,37864,39924-52-2,Botanical,0,Insecticide
6021,"Dicamba with N1-(3-aminopropyl)-N1-methyl-1,3-propanediamine (1:?)",37865,1286239-22-2,Not Listed,0,Herbicide
6022,Tioxazafen,37866,330459-31-9,Unclassified,0,Nematicide
6023,Dichlorobromoacetic acid,37867,71133-14-7,Not Listed,0,Not Listed
6024,"Acetic acid, dibromochloro-",37868,5278-95-5,Not Listed,0,Not Listed
6025,"Acetic acid, tribromo-",37869,75-96-7,Not Listed,0,Not Listed
6026,"Urea, chloro-",37870,3135-74-8,Inorganic,0,Not Listed
6027,"1H-Pyrazole-4-carboxamide, 3-(difluoromethyl)-N-methoxy-1-methyl-N-[1-methyl",37871,1228284-64-7,Not Listed,0,Breakdown product
6028,"1,2-Benzisothiazolin-3-one, 2-methyl-",37872,2527-66-4,Isothiazolone,0,Microbiocide
6029,"Malonamide, 2,2-dibromo-",37873,73003-80-2,Not Listed,0,Not Listed
6030,"D-Alanine, N-(2,6-dimethylphenyl)-N-(2-phenylacetyl)-, methyl ester",37874,98243-98-5,Not Listed,0,Not Listed
6031,Halauxifen-methyl,37875,943831-98-9,Pyridinecarboxylic acid,0,Herbicide
6032,"7,9,11-Dodecatrien-1-ol, formate, (7Z,9E)-",37876,146321-32-6,Pheromone,0,Pheromone
6033,Methyl ester of quinclorac,37877,84087-33-2,Unclassified,0,Herbicide
6034,Finasteride,37878,98319-26-7,Not Listed,0,Not Listed
6035,"2,4-Decadienoic acid, ethyl ester, (E,Z)-",37879,3025-30-7,Pheromone,0,Pheromone
6036,"Gums, tara",37880,"108727-81-7, 160612-90-8, 39300-88-4",Botanical,0,Adjuvant
6037,"Imidazole-1-ethanol, alpha-(2,4-dichlorophenyl)-",37881,"100220-51-7, 24155-42-8, 64207-33-6",Not Listed,0,Not Listed
6038,Phenoxarsinic acid,37882,4846-20-2,Not Listed,424.9,Not Listed
6039,Trinexapac,37883,"104273-73-6, 143294-89-7",Unclassified,0,Breakdown product
6040,"Ethanol, 2-bromo-2-nitro-",37884,5437-60-5,Halogenated organic,0,Not Listed
6041,"Benzoic acid, 2-[[(aminocarbonyl)amino]sulfonyl]-, methyl ester",37885,95473-30-6,Not Listed,0,Not Listed
6042,"2-Imidazoline-2-thiol, 5-methyl-",37886,"2122-19-2, 2122-20-5",Not Listed,0,Not Listed
6043,5-(hydroxymethyl)-2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)nicotinic acid,37887,"156605-91-3, 81335-78-6",Not Listed,0,Not Listed
6044,"2-Aminosulfonyl-N,N-dimethylnicotamide",37888,112006-75-4,Not Listed,0,Not Listed
6045,"Phosphoric acid, 2-(1,1-dimethylethyl)-5-pyrimidinyl ethyl 1-methylethyl ester",37889,1035300-36-7,Organophosphorus,0,Insecticide
6046,"2-Benzoxazolinone, 6-chloro-",37890,19932-84-4,Not Listed,0,Breakdown product
6047,5-hydroxy-XDE-570,37891,292085-54-2,Not Listed,0,Not Listed
6048,"Acetic acid, mercapto-, monosodium salt",37892,"12773-25-0, 28381-98-8, 367-51-1",Not Listed,0,Not Listed
6049,"Acetic acid, mercapto-, calcium salt (2:1)",37893,814-71-1,Not Listed,0,Not Listed
6050,"Acetic acid, mercapto-, monoammonium salt",37894,5421-46-5,Not Listed,0,Not Listed
6051,"Acetic acid, mercapto-, ester with glycerol",37895,30618-84-9,Not Listed,0,Not Listed
6052,Methyl sodium phosphorothioate ((MeO)2(NaO)PS),37896,"23754-87-2, 28523-80-0",Not Listed,0,Not Listed
6053,AB-13 (impurity of OK-5101),37897,620633-77-4,Not Listed,0,Not Listed
6054,IN-HGW87  (metabolite of Cyantraniliprole),37898,736994-64-2,Unclassified,0,Breakdown product
6055,2-(Trifluoromethyl)benzoic acid,37899,433-97-6,Not Listed,0,Breakdown product
6056,"Acetonitrile, (p-tert-butylphenyl)-",37900,3288-99-1,Not Listed,0,Not Listed
6057,"Benzenepropanoic acid, alpha-cyano-alpha-[4-(1,1-dimethylethyl)phenyl]-beta-oxo-2-(trifluoromethyl)-, 1-methylethyl ester",37901,400882-00-0,Not Listed,0,Not Listed
6058,"o-Toluic acid, alpha,alpha,alpha-trifluoro-, anhydride",37902,25753-13-3,Not Listed,0,Breakdown product
6059,"Dithio-2,2'-bis(N-methylbenzamide)",37903,2527-58-4,Not Listed,0,Not Listed
6060,"Phosphorodithioic acid, O-methyl ester, S-ester with 2-mercapto-N-methylacetamide, S-potassium salt",37904,20253-72-9,Organophosphorus,0,Insecticide
6061,Gum resins,37907,9000-75-3,Botanical,0,Not Listed
6062,"Aliphatic alcohols, C1-C5",37908,Not Listed,Alcohol/Ether,0,Solvent
6063,Carbon-black extracts,37909,1333-86-4,Inorganic,12.01,Combustion byproduct
6064,"Stannane, (1,2- phenylenebis (carbonyloxy))bis(tributyl-",37952,4782-29-0,Not Listed,0,Not Listed
6065,"Stannane, tributyl(naphthalenyloxy)-",37953,36631-23-9,Not Listed,0,Not Listed
6066,Tributyltincarboxylate,37954,Not Listed,Not Listed,0,Not Listed
6067,Tributyltin naphthalate,37955,26636-32-8,Not Listed,0,Not Listed
6068,Tributyltinpolyethoxylate,37956,Not Listed,Not Listed,0,Not Listed
6069,"3-MeO-o,p'-DDE",37958,65148-80-3,Not Listed,0,Not Listed
6070,"3-OH-o,p'-DDT",37959,43216-70-2,Organochlorine,0,Breakdown product
6071,"4-MeO-o,p'-DDE",37960,65148-81-4,Not Listed,0,Not Listed
6072,"4-MeO-o,p'-DDT",37961,65148-72-3,Not Listed,0,Not Listed
6073,"5-MeO-o,p'-DDD",37962,65148-75-6,Organochlorine,0,Not Listed
6074,"5-MeO-o,p'-DDE",37963,65148-82-5,Not Listed,0,Not Listed
6075,"5-MeO-o,p'-DDT",37964,65148-74-5,Not Listed,0,Not Listed
6076,"5-OH-o,p'-DDT",37965,65148-73-4,Organochlorine,0,Breakdown product
6077,"m,p'-DDD",37966,Not Listed,Organochlorine,0,Not Listed
6078,"o,p'-DDA-glycinate",37967,65148-83-6,Not Listed,0,Not Listed
6079,"o,p'-DDMU",37968,14835-94-0,Not Listed,0,Not Listed
6080,"1,3-Dichloro-2,2-bis(4-methoxy-3- methylphenyl)propane",37969,30668-06-5,Not Listed,0,Not Listed
6081,4-isooctylphenol,37970,11081-15-5,Phenol,0,Not Listed
6082,"2,2'-bis(2-(2,3-epoxypropoxy) phenyl)propane",37971,25036-25-3,Not Listed,0,Not Listed
6083,"3,4',5-Trichlorobiphenyl",37972,53555-66-1,Not Listed,0,Not Listed
6084,"3-Hydroxy-2',3',4',5'- tetrachlorobiphenyl",37973,67651-37-0,Not Listed,0,Not Listed
6085,"4,4'-Dihydroxy-2,3,5,6-tetrachlorobiphenyl",37974,100702-98-5,Not Listed,0,Not Listed
6086,"4,4'-Dihydroxy-3,3',5,5'-tetrachlorobiphenyl",37975,13049-13-3,Not Listed,0,Not Listed
6087,"4-Hydroxy-2,2, 5'-trichlorobiphenyl",37976,53905-33-2,Not Listed,0,Not Listed
6088,"4-Hydroxy-3,3',4',5'-tetrachlorobiphenyl",37977,111810-41-4,Not Listed,0,Not Listed
6089,"4-Hydroxy-3,4, 5-trichlorobiphenyl",37978,4400-06-0,Not Listed,0,Not Listed
6090,Clophen A30 ( 1-chloro-3-(3-chlorophenyl)benzene),37979,54991-93-4,Not Listed,0,Not Listed
6091,"Blend of 2,3,4,5-Tetrachlorobiphenyl (PCB 61), 2,2, 4,5,5'-Octachlorobiphenyl (PCB 101) or 2,2',3,3',4,4',5,5'-Octachlorobi",37980,Not Listed,Not Listed,0,Not Listed
6092,"PCB 122 (2,3,3',4,5-Penta-chlorobiphenyl)",37981,76842-07-4,Not Listed,0,Not Listed
6093,"PCB 21 (2,3,4-Trichloro-biphenyl)",37982,55702-46-0,Not Listed,0,Not Listed
6094,"3,9-Dihydroxy-benz(a)anthracene (3,9-DBA)",37983,56614-97-2,Not Listed,0,Not Listed
6095,"6-Methyl-1,3,8-trichloro-dibenzofuran",37984,118174-38-2,Not Listed,0,Not Listed
6096,Di-n-pentylphthalate (DPP),37985,131-18-0,Not Listed,0,Not Listed
6097,"2,4-Dihydroxybenzophenone",37986,131-56-6,Not Listed,0,Not Listed
6098,Mono-n-butylphthalate,37987,131-70-4,Not Listed,0,Not Listed
6099,3-Benzylidene camphor (3-BC),37988,15087-24-8,Not Listed,0,Not Listed
6100,"2,6-cis-Diphenylhexamethyl-cyclotetrasiloxane",37989,33204-76-1,Not Listed,0,Not Listed
6101,3-(4-methyl-benzylidene)camphor,37990,36861-47-9,Not Listed,0,Not Listed
6102,"4,4-Dihydroxy-benzophenone",37991,611-99-4,Not Listed,0,Not Listed
6103,"2,2-Bis(4-hydroxyphenyl)-n-butane",37992,77-40-7,Not Listed,0,Not Listed
6104,alpha-Pinene,37993,80-56-8,Botanical,136.24,Insecticide
6105,Brofluthrinate,37994,160791-64-0,Pyrethroid,530.36,Insecticide
6106,Fenoxaprop-ethyl,37995,82110-72-3,Aryloxyphenoxy propionic acid,361.78,Herbicide
6107,Fenoxaprop-P,37996,113158-40-0,Aryloxyphenoxy propionic acid,361.78,Herbicide
6108,Bistrifluron,37997,201593-84-2,Benzoylurea,0,"Insect Growth Regulator,Insecticide"
6109,Fenchlorazole,37998,103112-35-2,Not Listed,375.42,Herbicide Safener
6110,"Bilanafos, sodium salt",37999,71048-99-2,Phosphinico amino acid,323.28,Herbicide
6111,Morfamquat ion,38000,7411-47-4,Bipyridylium,0,Herbicide
6112,Paraquat ion,38001,4685-14-7,Not Listed,257.2,Not Listed
6113,Triflusulfuron,38002,135990-29-3,Sulfonylurea,492.43,Herbicide
6114,Benclothiaz,38003,89583-90-4,Unclassified,0,Nematicide
6115,Ocimene,38004,"502-99-8, 3338-55-4, 3779-61-1, 13877-91-3","Botanical, Pheromone",0,"Insecticide,Pheromone"
6116,Amblyseius californicus,38005,Not Listed,Beneficial insect,0,Insecticide
6117,Ethoxyfen,38006,188634-90-4,Diphenyl ether,0,"Breakdown product,Herbicide"
6118,"3-carbamyl-2,4,5-trichlorobenzoic acid",38045,Not Listed,Unclassified,0,Not Listed
6119,"3-propylquinazoline-2,4(1H,3H)-dione",38046,Not Listed,Unclassified,0,Breakdown product
6120,"4-amino-3,5-dichloro-6-fluoro-methoxypyridine",38047,Not Listed,Unclassified,0,Breakdown product
6121,"5-[4-(4-hydroxyphenoxy)phenyl-5-methyl-3-(phenylamino)-2,4-oxazolidine dione",38048,Not Listed,Unclassified,0,Breakdown product
6122,Cyhalofop-butyl (XRD-537 ester),38049,Not Listed,Unclassified,0,Breakdown product
6123,Desethyl-terbuthylazine,38050,30125-63-4,Unclassified,0,Breakdown product
6124,"Diazinecarboxylic acid, 2-(4-methoxy-[1,1-biphenyl]-3-yl),1-methylethyl ester",38051,149878-40-0,Unclassified,0,Breakdown product
6125,Dimethenamid sulfonate,38052,Not Listed,Unclassified,0,Breakdown product
6126,Fenoxanil,38053,115852-48-7,Amide,0,Fungicide
6127,FOE oxalate,38054,Not Listed,Unclassified,0,Breakdown product
6128,Verbutin,38055,185676-84-0,Unclassified,0,Synergist
6129,Metamifop,38056,256412-89-2,Aryloxyphenoxy propionic acid,0,Herbicide
6130,"Methyl-N-malonyl-N-2,6-xylyl-DL-alaninate",38057,Not Listed,Unclassified,0,Breakdown product
6131,"N-(2,6-difluorophenyl)-5-aminosulfonyl-1H-1,2,4-triazole-3-carboxylic acid",38058,Not Listed,Not Listed,0,Not Listed
6132,"N-[3-(1-hydroxy-1-methyl-propyl)-5-isoxazolyl]-2,6,dimethoxybenzamide",38059,Not Listed,Not Listed,0,Breakdown product
6133,N-demethylated spinosyn D,38060,Not Listed,Not Listed,0,Breakdown product
6134,Spinosyn B,38061,Not Listed,Not Listed,0,Insecticide
6135,RP-017272,38062,Not Listed,Unclassified,0,Breakdown product
6136,RP-025496,38063,Not Listed,Unclassified,0,Breakdown product
6137,Thiacloprid-amide,38064,676228-91-4,Neonicotinoid,0,Insecticide
6138,"((Z)-N-(alpha-cylcopropylmethoxyimino-2,3-difluoro-6-trifluoromethylbenzyl)carbamoylacetic acid",38065,Not Listed,Unclassified,0,Breakdown product
6139,"(E)-2-(4-chlorobenzylidene)-5,5-dimethyl-1-((1H)-1,2,4-triazol-1-ylmethyl)-cyclopentan-1,3-diol",38066,Not Listed,Unclassified,0,Breakdown product
6140,"(E,E)-trifloxystrobin acid",38067,252913-85-2,Unclassified,0,Breakdown product
6141,Clethodim sulfoxide,38068,111031-14-2,Unclassified,0,Breakdown product
6142,Cyhalofop diacid,38069,Not Listed,Unclassified,0,Breakdown product
6143,"Cyhalofop-butyl(DE-537, diacid metabolite)",38070,Not Listed,Unclassified,0,Breakdown product
6144,Desamino-metamitron,38071,Not Listed,Unclassified,0,Breakdown product
6145,Desmethylisoproturon,38072,34123-57-4,Unclassified,0,Breakdown product
6146,Etridiazole acid,38073,Not Listed,Not Listed,0,Not Listed
6147,Metazachlor oxalic acid,38075,Not Listed,Unclassified,0,Breakdown product
6148,Metazachlor sulfonic acid,38076,Not Listed,Not Listed,0,Not Listed
6149,Methiocarb methoxy sulfone,38077,Not Listed,Unclassified,0,Breakdown product
6150,Methiocarb sulfone phenol,38078,Not Listed,Unclassified,0,Breakdown product
6151,Methyl saccharine,38079,15448-99-4,Not Listed,0,Not Listed
6152,O-desmethyl triasulfuron,38080,Not Listed,Not Listed,0,Breakdown product
6153,Thiacloprid sulfonic acid,38081,Not Listed,Not Listed,0,Breakdown product
6154,CL-153815,38082,Not Listed,Unclassified,376.3,Breakdown product
6155,Carboxin sulfoxide,38083,17757-70-9,Unclassified,0,Breakdown product
6156,"2-Pyrroline-3-carbonitrile,4-bromo-2-(4-chlorophenyl)-5-(trifluoromethyl)-chlorfenapyr",38084,Not Listed,Unclassified,0,Breakdown product
6157,Clethodim sulfone,38085,Not Listed,Unclassified,0,Breakdown product
6158,Cycloxydim sulfoxide,38086,Not Listed,Unclassified,0,Breakdown product
6159,Cycloxydim sulfone,38087,Not Listed,Unclassified,0,Breakdown product
6160,Demeton-O-methyl sulfone,38088,25476-48-6,Unclassified,0,Breakdown product
6161,Bifenox acid,38089,53774-07-5,Unclassified,0,Breakdown product
6162,F8426-Propionic acid,38090,Not Listed,Unclassified,0,Breakdown product
6163,F8426-Cinnamic acid,38091,Not Listed,Unclassified,0,Breakdown product
6164,Cyhalofop amide,38092,Not Listed,Unclassified,0,Breakdown product
6165,Decamethrinic acid,38093,Not Listed,Unclassified,0,Breakdown product
6166,Ethiofencarb sulfoxide,38094,53380-22-6,Unclassified,0,Breakdown product
6167,Ethiofencarb sulfone,38095,53380-23-7,Unclassified,0,Breakdown product
6168,6-Chloronicotinic acid,38096,5326-23-8,Unclassified,0,Breakdown product
6169,"3,5-Di-Iodo-4-Hydroxybenzamide",38097,Not Listed,Unclassified,0,Breakdown product
6170,Malathion monocarboxylic acid,38098,1190-29-0,Unclassified,0,Breakdown product
6171,FOE sulphonic acid,38099,Not Listed,Unclassified,0,Breakdown product
6172,De-Ethylated bupirimate,38101,Not Listed,Unclassified,0,Breakdown product
6173,Clethodim oxazole sulfone,38102,Not Listed,Unclassified,0,Breakdown product
6174,"3-Ethyl-4-(Methoxyamino)-2,5-Dioxoimidazolidine-4-Carboxamide",38103,Not Listed,Unclassified,0,Breakdown product
6175,"3-Ethyl-4-(Methoxyamino)-2,5-Dioxoimidazolidine-4-Carbonitrile",38104,Not Listed,Unclassified,0,Breakdown product
6176,CGA 363430,38105,Not Listed,Unclassified,0,Breakdown product
6177,Desmethyl dichlorvos,38106,Not Listed,Unclassified,0,Breakdown product
6178,Dichlorivinylphosphate,38107,Not Listed,Unclassified,0,Breakdown product
6179,Chlorferon,38108,6174-86-3,Unclassified,0,Breakdown product
6180,Hydroxy-terbuthylazine,38109,66753-07-9,Unclassified,0,Breakdown product
6181,Dihydroxy quinoxaline,38111,Not Listed,Unclassified,0,Breakdown product
6182,2-Oxyfenazaquin,38113,Not Listed,Unclassified,0,Breakdown product
6183,Cyflumetofen metabolite AB-1,38115,Not Listed,Unclassified,0,Breakdown product
6184,Diclofop-phenol,38116,40843-73-0,Unclassified,0,Breakdown product
6185,"1,2,4-Triazolo(3,4-b)benzothiazole-5-methanol",38119,69243-49-8,Azole,189.24,Breakdown product
6186,Bentazon methyl,38120,61592-45-8,Unclassified,240.28,Herbicide
6187,Difluoroacetic acid,38122,381-73-7,Not Listed,114.02,Not Listed
6188,"1-Acetyl-3-[(pyridin-3-ylmethyl)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-3,4-dihydro-1H-quinazolin-2-one",38123,Not Listed,Unclassified,464.34,Breakdown product
6189,"Bacillus thuringiensis subsp. galleriea, strain SDS-502, Cry8Da Scarabaeidae insect delta endotoxin",38154,Not Listed,Microbial,0,Insecticide
6190,Bacillus thuringiensis Cry1Ac protein and the genetic material  (Vector pDAB9582) necessary for its production in DAS-81419-2 so,38155,Not Listed,GE Crop,0,Insecticide
6191,Bacillus thuringiensis Cry1F protein and the genetic material  (Vector pDAB9582) necessary for its production in DAS-81419-2 soy,38156,Not Listed,GE Crop,0,Insecticide
6192,Bacillus thuringiensis Cry1F protein and the genetic material (PHP27118 T-DNA) necessary for its production in corn event DP-411,38157,Not Listed,GE Crop,0,Insecticide
6193,Bacillus thuringiensis Cry34Ab1and Cry35Ab1 proteins and the genetic material (PHP27118 T-DNA) necessary for its production in c,38158,Not Listed,GE Crop,0,Not Listed
6194,"dsRNA transcript comprising a Dv49 inverted repeat sequence derived from Diabrotica virgifera, and  the genetic material necessa",38159,Not Listed,GE Crop,0,Insecticide
6195,Bacillus thuringiensis Cry3Bb1 protein and the genetic material necessary for its procuction (vector PV -ZMIR10871) in corn even,38160,Not Listed,GE Crop,0,Insecticide
6196,Bacillus subtilis Strain QST 713 variant Soil,38161,Not Listed,Microbial,0,Fungicide
6197,Bacillus thuringiensis strain AB88 VIP3A and genetic material (from plasmid pCOT1) necessary of its production in cotton,38162,Not Listed,GE Crop,0,Insecticide
6198,"Bacillus thuringiensis subsp. israelensis, Strain SUM-6218",38163,Not Listed,Microbial,0,Insecticide
6199,Bacillus thuringiensis subsp. kurstaki strain VBTS 2546,38164,Not Listed,Microbial,0,Insecticide
6200,Pseudomonas fluorescens strain D7,38165,Not Listed,Microbial,0,Fungicide
6201,Pasteuria spp. (Hoplolaimus Galeatus Nematode)-PH3,38166,Not Listed,Microbial,0,Nematicide
6202,Bacillus Thuringiensis eCry3.1Ab protein and the genetic material necessary for its  production (vector pSYN12274) in Event 5307,38168,Not Listed,GE Crop,0,Insecticide
6203,2-Methoxybenzoylsulfonamide,38169,Not Listed,Not Listed,0,Not Listed
6204,"Gliocladium roseum strain 321 U, ATCC 10406",38170,Not Listed,Microbial,0,"Fungicide,Nematicide"
6205,Organic acids derived from leonardite,38171,Not Listed,Not Listed,0,Not Listed
6206,Dead Sea Lamprey Odor,38174,Not Listed,Animal derived,0,Sea Lamprey repellent
6207,Wolbachia pipientis mosquito intracellular bacteria,38175,Not Listed,Microbial,0,Insecticide
6208,Complex Polymeric Polyhydroxy Acid (CPPA),38176,Not Listed,Not Listed,0,Not Listed
6209,"Dicamba, bis(3-aminopropyl)methylamine salt",38177,Not Listed,Benzoic acid,0,Herbicide
6210,"Dicamba, diethylene triamine salt",38178,Not Listed,Benzoic acid,0,Herbicide
6211,Trichoderma fertile strain JM41R with fermentation solids,38179,Not Listed,Microbial,0,Fungicide
6212,"Bacillus sphaericus 2362, serotype H5a5b, strain ABTS 1743 solids, spores and insecticidal toxins  (See also PC Code 119801)",38180,Not Listed,Microbial,0,Insecticide
6213,"Bacillus sphaericus 2362, Serotype H5a5b, strain AML614",38181,Not Listed,Microbial,0,Insecticide
6214,Cydia pomonella granulovirus isolate V22,38182,Not Listed,Insect virus,0,Insect Growth Regulator
6215,Penta-termanone,38183,Not Listed,Pheromone,0,Pheromone
6216,"Lipase, triacylglycerol",38187,9001-62-1,Not Listed,0,Not Listed
6217,Di-ethyl hexyl phthalate,38188,117-81-7,Alkyl Phthalate,390.62,Not Listed
6218,"Quinclorac, dimethylamine salt",38189,84087-48-9,Unclassified,242.06,Herbicide
6219,Hydrocarbyl polyalkylene oxide,38191,Not Listed,Polyalkyloxy Compound,0,Adjuvant
6220,Halauxifen,38193,943832-60-8,Pyridinecarboxylic acid,0,Herbicide
6221,"Clethodim, 5-hydroxy sulfone",38194,Not Listed,Unclassified,0,Breakdown product
6222,"Clethodim, 5-hydroxy sulfoxide",38195,Not Listed,Unclassified,0,Breakdown product
6223,Sethoxydim sulfoxide,38196,Not Listed,Cyclohexenone derivative,343.5,Breakdown product
6224,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate and methyl 2-methyl-2-propenoate",38197,25322-99-0,Polymer,0,Not Listed
6225,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with methyl 2-methyl-2-propenoate",38198,25608-33-7,Polymer,0,Not Listed
