,PREFERRED NAME,CASRN,SMILES,use
3023,Terbufos,13071-79-9,CCO[P](=S)(OCC)SCSC(C)(C)C,"Insecticide,Nematicide"
3024,Terbumeton,33693-04-8,CCNc1nc(NC(C)(C)C)nc(OC)n1,Herbicide
3025,Terbuthylazine,5915-41-3,CCNc1nc(Cl)nc(NC(C)(C)C)n1,"Algaecide,Herbicide,Microbiocide"
3026,Terbutol,1918-11-2,CNC(=O)Oc1c(cc(C)cc1C(C)(C)C)C(C)(C)C,Herbicide
3027,Terbutryn,886-50-0,CCNc1nc(NC(C)(C)C)nc(SC)n1,Herbicide
3029,Terpineols,"138-87-4, 586-81-2, 8000-41-7",CC1=CCC(CC1)C(C)(C)O,Microbiocide
3030,Terraklene (simazine-paraquat mixture),39312-80-6,[Cl-].[Cl-].CCNc1nc(Cl)nc(NCC)n1.C[n+]2ccc(cc2)c3cc[n+](C)cc3,Herbicide
3031,Etridiazole,2593-15-9,CCOc1snc(n1)C(Cl)(Cl)Cl,Fungicide
3032,tert-Butyl hydroperoxide,75-91-2,CC(C)(C)OO,Microbiocide
3035,Tetrachlorophenol,25167-83-3,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,"Fungicide,Wood Preservative"
3042,"Tetrachlorvinphos, Z-isomer",22248-79-9,CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,Insecticide
3043,Tetraconazole,112281-77-3,FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,Fungicide
3045,Tetradecyl dimethyl benzyl ammonium chloride,139-08-2,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Algaecide,Microbiocide"
3047,Tetradifon,116-29-0,Clc1ccc(cc1)[S](=O)(=O)c2cc(Cl)c(Cl)cc2Cl,Insecticide
3048,Tetrafluoron,27954-37-6,CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,Herbicide
3049,Tetraglycine hydroperiodide,7097-60-1,[I-].NCC(O)=O.NCC(O)=O.NCC(O)=O.NCC(O)=O,Microbiocide
3051,"Tetrahydrofurfuryl 2,4-dichlorophenoxyacetate",15146-99-3,Clc1ccc(OCC(=O)OCC2CCCO2)c(Cl)c1,Herbicide
3052,Tetrakis (hydroxymethyl) phosphonium sulfate,55566-30-8,OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,Microbiocide
3053,Tetramethrin,"7696-12-0, 1166-46-7",CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,Insecticide
3056,Tetrasul,2227-13-6,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,Insecticide
3058,Thanite,115-31-1,CC1(C)[C@@H]2CC[C@]1(C)[C@H](C2)OC(=O)CSC#N,Insecticide
3059,Thenylchlor,96491-05-3,COc1ccsc1CN(C(=O)CCl)c2c(C)cccc2C,Herbicide
3060,Thiabendazole,148-79-8,[nH]1c2ccccc2nc1c3cscn3,Fungicide
3061,"Thiabendazole, hypophosphite salt",28558-32-9,OP=O.[nH]1c2ccccc2nc1c3cscn3,Fungicide
3062,Thiacloprid,111988-49-9,Clc1ccc(CN2CCSC2=NC#N)cn1,Insecticide
3063,Thiamethoxam,153719-23-4,CN1COCN(Cc2sc(Cl)nc2)/C1=N/[N+]([O-])=O,Insecticide
3064,Thiazafluron,25366-23-8,CNC(=O)N(C)c1sc(nn1)C(F)(F)F,Herbicide
3065,Thiazopyr,117718-60-2,COC(=O)c1c(CC(C)C)c(C2=NCCS2)c(nc1C(F)F)C(F)(F)F,Herbicide
3068,Thifensulfuron,79277-67-1,COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccsc2C(O)=O)n1,"Breakdown product,Herbicide"
3069,Thifensulfuron-methyl,"79277-27-3, 79227-27-3",COC(=O)c1sccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,Herbicide
3070,Thifluzamide,130000-40-7,Cc1sc(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)c(n1)C(F)(F)F,Fungicide
3071,Thiobencarb,28249-77-6,CCN(CC)C(=O)SCc1ccc(Cl)cc1,Herbicide
3072,Thiocyclam,31895-21-3,CN(C)C1CSSSC1,Insecticide
3073,Thiodicarb,59669-26-0,CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,"Insecticide,Molluscicide"
3074,Thiofanox,39196-18-4,CNC(=O)O\N=C(\CSC)C(C)(C)C,Insecticide
3075,Thiometon,640-15-3,CCSCCS[P](=S)(OC)OC,Insecticide
3076,Thionazin,297-97-2,CCO[P](=S)(OCC)Oc1cnccn1,Insecticide
3077,"Thionazin, O-analog",7359-55-9,CCO[P](=O)(OCC)Oc1cnccn1,"Breakdown product,Insecticide"
3078,Thiophanate,23564-06-9,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,Fungicide
3079,Thiophanate-methyl,23564-05-8,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,Fungicide
3080,Thiosultap,98968-92-4,[Na+].[Na+].CN(C)C(CS[S]([O-])(=O)=O)CS[S]([O-])(=O)=O,Insecticide
3081,Thiourea,62-56-6,NC(N)=S,"Impurity,Rodenticide"
3082,Thiram,137-26-8,CN(C)C(=S)SSC(=S)N(C)C,Fungicide
3086,"Thuringiensin, calcium technical",23526-02-5,Nc1ncnc2n(cnc12)C3OC(COC4C(O)C(O)C(OC4CO)OC(C(O)C(O[P](O)(O)=O)C(O)C(O)=O)C(O)=O)C(O)C3O,Insecticide
3088,Thymol,89-83-8,CC(C)c1ccc(C)cc1O,"Insecticide,Microbiocide"
3089,Tiocarbazil,36756-79-3,CCC(C)N(C(C)CC)C(=O)SCc1ccccc1,Herbicide
3093,Tolclofos-methyl,57018-04-9,CO[P](=S)(OC)Oc1c(Cl)cc(C)cc1Cl,Fungicide
3094,Tolnaftate,2398-96-1,CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3,Fungicide
3095,Toluene sulfonic acid,104-15-4,Cc1ccc(cc1)[S](O)(=O)=O,"Fungicide,Microbiocide"
3096,Tolylfluanid,731-27-1,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,"Fungicide,Insecticide"
3097,Tolylmercuric acetate,1300-78-3,CC(=O)O[Hg]c1ccc(C)cc1,Fungicide
3099,Toxaphene,8001-35-2,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,Insecticide
3102,Tralomethrin,66841-25-6,CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,Insecticide
3103,"Trans-1,2-bis (n-propylsulfonyl) ethene",1113-14-0,CCC[S](=O)(=O)\C=C/[S](=O)(=O)CCC,"Fungicide,Microbiocide"
3104,trans-Cinnamaldehyde,14371-10-9,O=C/C=C/c1ccccc1,"Dog and Cat Repellent,Insect Repellent,Insecticide"
3105,trans-Diallate,17708-58-6,CC(C)N(C(C)C)C(=O)SC\C(Cl)=C/Cl,Herbicide
3106,trans-Nonachlor,39765-80-5,ClC1C(Cl)C2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,Insecticide
3107,Transfluthrin,118712-89-3,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2c(F)c(F)cc(F)c2F,Insecticide
3108,Tri-n-butyl tetradecyl phosphonium chloride,81741-28-8,[Cl-].CCCCCCCCCCCCC(CCCC)C([PH3+])(CCCC)CCCC,Microbiocide
3109,Triadimefon,43121-43-3,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,Fungicide
3110,Triadimenol,55219-65-3,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,"Breakdown product,Fungicide"
3111,Triallate,2303-17-5,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,Herbicide
3112,Triamiphos,1031-47-6,CN(C)[P](=O)(N(C)C)n1nc(nc1N)c2ccccc2,"Fungicide,Insecticide"
3113,Triarimol,26766-27-8,OC(c1ccccc1)(c2cncnc2)c3ccc(Cl)cc3Cl,Fungicide
3114,Triasulfuron,82097-50-5,COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2OCCCl)n1,Herbicide
3115,Triazamate,112143-82-5,CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C,Insecticide
3116,Triazbutil,16227-10-4,CCCCn1cnnc1,Fungicide
3118,Triazofos,24017-47-8,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,Insecticide
3119,Triazoxide,72459-58-6,[O-][n+]1nc(nc2ccc(Cl)cc12)n3ccnc3,Fungicide
3120,Tribenuron,106040-48-6,COc1nc(C)nc(n1)N(C)C(=O)N[S](=O)(=O)c2ccccc2C(O)=O,Herbicide
3121,Tribenuron methyl,101200-48-0,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)N(C)c2nc(C)nc(OC)n2,Herbicide
3122,Tribromophenol,118-79-6,Oc1c(Br)cc(Br)cc1Br,Fungicide
3123,Tribromsalan,87-10-5,Oc1c(Br)cc(Br)cc1C(=O)Nc2ccc(Br)cc2,Microbiocide
3124,Tributyltin acetate,56-36-0,CCCC[Sn](|[O]C(C)=O)(CCCC)CCCC,"Antifoulant,Microbiocide"
3125,Tributyltin acrylate,13331-52-7,CCCC[Sn](|[O]C(=O)C=C)(CCCC)CCCC,"Antifoulant,Microbiocide"
3126,Tributyltin benzoate,4342-36-3,CCCC[Sn](|[O]C(=O)c1ccccc1)(CCCC)CCCC,"Antifoulant,Microbiocide"
3127,Tributyltin chloride,1461-22-9,[Cl]|[Sn](CCCC)(CCCC)CCCC,"Antifoulant,Microbiocide"
3131,Tributyltin fluoride,1983-10-4,[F]|[Sn](CCCC)(CCCC)CCCC,"Antifoulant,Fungicide,Microbiocide"
3132,Tributyltin isopropyl succinate,53404-82-3,CCCC[Sn](|[O]C(=O)CCC(=O)OC(C)C)(CCCC)CCCC,"Antifoulant,Microbiocide"
3133,Tributyltin linoleate,24124-25-2,CCCCC/C=C\C\C=C/CCCCCCCC([O]|[Sn](CCCC)(CCCC)CCCC)=O,"Antifoulant,Microbiocide"
3134,Tributyltin maleate,"14275-57-1, 4027-18-3",CCCC[Sn++](CCCC)CCCC.[O-]C(=O)\C=C/C([O-])=O,"Antifoulant,Microbiocide"
3135,Tributyltin methacrylate,2155-70-6,CCCC[Sn](|[O]C(=O)C(C)=C)(CCCC)CCCC,"Antifoulant,Microbiocide"
3136,Tributyltin monopropylene glycol maleate,53466-85-6,O|[Sn](CCCC)(CCCC)CCCC.CC(O)CO.OC(=O)\C=C/C(O)=O,"Antifoulant,Microbiocide"
3138,Tributyltin neodecanoate,28801-69-6,[Sn+4].CCC[CH2-].CCC[CH2-].CCC[CH2-].CC(C)(C)CCCCCC([O-])=O,"Antifoulant,Microbiocide"
3139,Tributyltin oxide,56-35-9,O(|[Sn](CCCC)(CCCC)CCCC)|[Sn](CCCC)(CCCC)CCCC,"Antifoulant,Fungicide,Microbiocide,Molluscicide"
3141,Tributyltin sulfide,4808-30-4,S(|[Sn](CCCC)(CCCC)CCCC)|[Sn](CCCC)(CCCC)CCCC,"Antifoulant,Microbiocide"
3142,Tricamba,2307-49-5,COc1c(Cl)cc(Cl)c(Cl)c1C(O)=O,Herbicide
3143,Trichlamide,70193-21-4,CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,Fungicide
3144,Trichlorfon,52-68-6,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,Insecticide
3145,Trichloro melamine,7673-09-8,ClNc1nc(NCl)nc(NCl)n1,Microbiocide
3146,Trichloro-s-triazinetrione,87-90-1,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,"Microbiocide,Water Treatment"
3147,Trichloroacetic acid,76-03-9,OC(=O)C(Cl)(Cl)Cl,"Breakdown product,Herbicide"
3148,"Trichloroacetic acid, sodium salt",650-51-1,[Na+].[O-]C(=O)C(Cl)(Cl)Cl,Herbicide
3149,Trichloronat,327-98-0,CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,Insecticide
3161,Triclocarban,101-20-2,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,Fungicide
3162,Triclopyr,55335-06-3,OC(=O)COc1nc(Cl)c(Cl)cc1Cl,Herbicide
3163,Triclopyr ethyl ester,60825-27-6,CCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,Herbicide
3164,"Triclopyr, butoxyethyl ester",64700-56-7,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,Herbicide
3165,"Triclopyr, triethylamine salt",57213-69-1,CCN(CC)CC.OC(=O)COc1nc(Cl)c(Cl)cc1Cl,Herbicide
3166,Triclosan,3380-34-5,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,Microbiocide
3168,Tricyclazole,41814-78-2,Cc1cccc2sc3nncn3c12,Fungicide
3170,Tridemorph,"24602-86-6, 81412-43-3",CCCCCCCCCCCCCN1CC(C)OC(C)C1,Fungicide
3171,Tridiphane,58138-08-2,Clc1cc(Cl)cc(c1)C2(CO2)CC(Cl)(Cl)Cl,Herbicide
3172,Trietazine,1912-26-1,CCNc1nc(Cl)nc(n1)N(CC)CC,Herbicide
3174,Triethanolamine,102-71-6,OCCN(CCO)CCO,"Adjuvant,Insecticide,Microbiocide"
3176,Triethanolamine cacodylate,69484-14-6,C[As](C)(O)=O.OCCN(CCO)CCO,"Defoliant,Herbicide"
3177,Triethanolamine complex (see DPR chem code 1615),31089-39-1,[Cu++].OCC[N-](CCO)CCO,"Adjuvant,Insecticide,Microbiocide"
3178,Triethanolamine dodecylbenzene sulfonate,27323-41-7,CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1.OCCN(CCO)CCO,"Adjuvant,Fungicide,Insecticide,Microbiocide"
3180,Triethanolamine laurate,2224-49-9,CCCCCCCCCCCC(O)=O.OCCN(CCO)CCO,"Adjuvant,Insecticide,Microbiocide"
3182,Triethanolamine lauryl sulfate,139-96-8,CCCCCCCCCCCCO[S](O)(=O)=O.OCCN(CCO)CCO,"Adjuvant,Insecticide,Microbiocide"
3183,Triethanolamine methanearsonate,5902-97-6,C[As](O)(O)=O.OCCN(CCO)CCO,"Defoliant,Herbicide"
3184,Triethanolamine myristate,41669-40-3,CCCCCCCCCCCCCC(O)=O.OCCN(CCO)CCO,"Adjuvant,Insecticide,Microbiocide"
3186,Triethanolamine phosphate,10017-56-8,OCCN(CCO)CCO.O[P](O)(O)=O,"Adjuvant,Insecticide,Microbiocide"
3189,Triethanolamine thiocyanate,7048-26-2,OCCN(CCO)CCO.[S-]C#N,"Adjuvant,Insecticide,Microbiocide"
3190,Triethylene glycol,112-27-6,OCCOCCOCCO,"Adjuvant,Microbiocide"
3191,Trifenmorph,1420-06-0,C1CN(CCO1)C(c2ccccc2)(c3ccccc3)c4ccccc4,Molluscicide
3192,Trifloxystrobin,141517-21-7,CO\N=C(C(=O)OC)\c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F,Fungicide
3194,Trifloxysulfuron-sodium,"290332-10-4, 199119-58-9",[Na+].COc1cc(OC)nc(NC(=O)N=[S]([O-])(=O)c2ncccc2OCC(F)(F)F)n1,Herbicide
3195,Triflumizole,"68694-11-1, 99387-89-0",CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,Fungicide
3196,Triflumuron,64628-44-0,FC(F)(F)Oc1ccc(NC(=O)NC(=O)c2ccccc2Cl)cc1,Insecticide
3197,Trifluralin,1582-09-8,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Herbicide
3198,Triflusulfuron-methyl,126535-15-7,COC(=O)c1cccc(C)c1[S](=O)(=O)NC(=O)Nc2nc(OCC(F)(F)F)nc(n2)N(C)C,Herbicide
3199,Trifop,58594-74-4,CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(O)=O,Herbicide
3201,Triforine,"26644-46-2, 37273-84-0",ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,"Fungicide,Insecticide"
3202,Trimethacarb mixture,12407-86-2,CNC(=O)Oc1cc(C)cc(C)c1C,"Dog and Cat Repellent,Insecticide,Molluscicide"
3203,"Trimethacarb, (2,3,5)- component of",2655-15-4,CNC(=O)Oc1cc(C)cc(C)c1C,"Insecticide,Molluscicide"
3204,"Trimethacarb, (3,4,5)- component of",2686-99-9,CNC(=O)Oc1cc(C)c(C)c(C)c1,"Insecticide,Molluscicide"
3205,Trimethoxybenzene,135-77-3,COc1ccc(OC)c(OC)c1,"Dog and Cat Repellent,Insect Repellent,Insecticide"
3206,"2,4-D, trimethylamine salt",6416-73-5,CN(C)C.OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
3207,Trimeturon,3050-27-9,COC(=Nc1ccc(Cl)cc1)N(C)C,Herbicide
3209,Trioxymethylene,110-88-3,C1OCOCO1,"Fungicide,Microbiocide"
3210,Triphenyltin acetate,900-95-8,CC([O]|[Sn](c1ccccc1)(c2ccccc2)c3ccccc3)=O,"Fungicide,Herbicide"
3215,Tris (hydroxymethyl) nitromethane,126-11-4,OCC(CO)(CO)[N+]([O-])=O,Microbiocide
3218,Triticonazole,131983-72-7,CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn3cncn3,Fungicide
3219,Tritosulfuron,142469-14-5,COc1nc(NC(=O)N[S](=O)(=O)c2ccccc2C(F)(F)F)nc(n1)C(F)(F)F,Herbicide
3220,"Trysben (2,3,6-Trichlorobenzoic acid)",50-31-7,OC(=O)c1c(Cl)ccc(Cl)c1Cl,Herbicide
3230,Validamycin,"37248-47-8, 50642-14-3",OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,Fungicide
3231,Vamidothion,2275-23-2,CNC(=O)CCSCCS[P](=O)(OC)OC,Insecticide
3232,Vancide 30-R,6385-58-6,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2[O-],Microbiocide
3234,Vernolate,1929-77-7,CCCSC(=O)N(CCC)CCC,Herbicide
3239,Vinclozolin,50471-44-8,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,Fungicide
3241,Warfarin,81-81-2,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,"Drug,Rodenticide"
3242,"Warfarin, sodium salt",129-06-6,[Na+].CC(=O)CC([C-]1C(=O)Oc2ccccc2C1=O)c3ccccc3,Rodenticide
3245,Xanthine,69-89-6,O=C1NC(=O)c2[nH]cnc2N1,"Bait,Insecticide"
3248,XMC,2655-14-3,CNC(=O)Oc1cc(C)cc(C)c1,Insecticide
3249,Xylachlor,63114-77-2,CC(C)N(C(=O)CCl)c1cccc(C)c1C,Herbicide
3250,Xylene,1330-20-7,Cc1cccc(C)c1,"Microbiocide,Solvent"
3251,Xylylcarb,2425-10-7,CNC(=O)Oc1ccc(C)c(C)c1,Insecticide
3252,(Z)-Mevinphos,338-45-4,COC(=O)/C=C(/C)O[P](=O)(OC)OC,Insecticide
3276,Zoxamide,156052-68-5,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,Fungicide
3298,Capsaicin II,2444-46-4,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,Insecticide
3299,Dimethyltetradecyl [3-(trimethoxysilyl)propyl]ammonium chloride,41591-87-1,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,Microbiocide
3301,"1-Chloro-5,5-dimethylhydantoin",6921-17-1,CC1(C)N(Cl)C(=O)NC1=O,Fungicide
3304,Octadecyldimethyl trihydroxysilyl propyl  ammonium chloride,199111-50-7,[Cl-].CCCCCCCCCCCCCCCCCCCCC[N+](C)(C)[Si](O)(O)O,Microbiocide
3310,Metrafenone,220899-03-6,COc1ccc(Br)c(C)c1C(=O)c2c(C)cc(OC)c(OC)c2OC,Fungicide
3345,Salannin (component of azadirachtin),992-20-1,COC(=O)C[C@H]1[C@@]2(C)[C@H](C[C@@H](OC(C)=O)[C@@]3(C)CO[C@@H]([C@H]4O[C@@H]5C[C@H](C(=C5[C@@]14C)C)c6cocc6)[C@H]23)OC(=O)C(/C)=C/C,Insecticide
3346,"2,4-dichlorophenyl methanesulfonate",3687-13-6,C[S](=O)(=O)Oc1ccc(Cl)cc1Cl,Nematicide
3347,Caffeine hydrochloride,5892-18-2,[Cl-].CN1C(=O)N(C)C2=C([NH+](C)C=N2)C1=O,Molluscicide
3348,Dicamba mixt. with(4-Chloro-2-methylphenoxy)acetic acid,8003-31-4,[Na+].COc1c(Cl)ccc(Cl)c1C(O)=O.Cc2cc(Cl)ccc2OCC([O-])=O,Herbicide
3351,Diethatyl,38725-95-0,CCc1cccc(CC)c1N(CC(O)=O)C(=O)CCl,Herbicide
3353,Ivermectin,"70161-11-4, 70209-81-3, 70288-86-7, 71827-03-7",CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]\%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C/C=C%10C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@]%11%12O)C,Insecticide
3354,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropane carboxylic acid, 2,3-Dihydro-4-phenyl-1H-inden-2-yl ester",78383-23-0,CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC2Cc3cccc(c3C2)c4ccccc4,Insecticide
3355,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid cis-(6,7-dihydro-5H-dibenzo[a,c]cyclohepten-4-yl",90011-75-9,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OCc2cccc3c2CCCc4ccccc34,Insecticide
3366,Glufosinate-P,35597-44-5,N[C@@H](CC[P+](=O)CO)C(O)=O,Herbicide
3369,Fluazuron,86811-58-7,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c2,Insecticide
3371,Chromafenozide,143807-66-3,Cc1cc(C)cc(c1)C(=O)N(NC(=O)c2ccc3OCCCc3c2C)C(C)(C)C,"Insect Growth Regulator,Insecticide"
3375,Ethiprole,181587-01-9,CC[S](=O)c1c(N)n(nc1C#N)c2c(Cl)cc(cc2Cl)C(F)(F)F,Insecticide
3376,Fluacrypyrim,229977-93-9,CO\C=C(C(=O)OC)/c1ccccc1COc2cc(nc(OC(C)C)n2)C(F)(F)F,Insecticide
3393,"DDT, o,p",789-02-6,Clc1ccc(cc1)C(c2ccccc2Cl)C(Cl)(Cl)Cl,Insecticide
3406,Phorate oxygen analog,2600-69-3,CCO[P](=O)(OCC)SCSCC,"Breakdown product,Insecticide"
3412,Imazamethabenz,100728-84-5,CC(C)C1(C)N=C(NC1=O)c2cc(C)ccc2C(O)=O,"Breakdown product,Herbicide"
3415,Tolfenpyrad,"129-55-8, 129558--8, 129558-76-5",CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,Insecticide
3416,"Oxazolidine, 3,3'-methylenebis[5-methyl-",66204-44-2,CC1CN(CO1)CN2COC(C)C2,Microbiocide
3427,2-(Decylthio)ethanamine,29873-30-1,CCCCCCCCCCSCCN,Microbiocide
3430,Captafol (cis isomer),2939-80-2,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,Fungicide
3431,Spinosyn D,131929-63-0,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C3=C[C@H]4[C@@H]5C[C@@H](C[C@H]5C(=C[C@H]4[C@@H]3CC(=O)O1)C)O[C@@H]6O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]6OC,Insecticide
3432,"Tetrachlorvinphos, E-isomer",961-11-5,CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,Insecticide
3465,"Perfluorooctane sulfonate, ammonium salt",29081-56-9,N.O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Insecticide
3466,"Perfluorooctane sulfonate, potassium salt",2795-39-3,[K+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Insecticide
3467,"Perfluorooctane sulfonate, diethanolamine salt",70225-14-8,OCCNCCO.O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Insecticide
3468,"Dinitro cresol, ammonium salt",2980-64-5,[NH4+].Cc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,"Fungicide,Herbicide,Insecticide"
3470,Blankophor BBH,"16090-02-1, 160-02-1",[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Nc3ccccc3)nc(n2)N4CCOCC4)ccc1/C=C/c5ccc(Nc6nc(Nc7ccccc7)nc(n6)N8CCOCC8)cc5[S]([O-])(=O)=O,Insecticide
3495,Eprinomectin,123997-26-2,CO[C@@H]1C[C@@H](O[C@@H](C)[C@H]1NC(C)=O)O[C@@H]2[C@H](C)O[C@H](C[C@@H]2OC)O[C@H]\3[C@@H](C)/C=C\C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3C)O[C@@]7(C6)O[C@H](C(C)C)[C@@H](C)C=C7)[C@]45O)C,Insecticide
3496,Nitenpyram,"120738-89-8, 150824-47-8",CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([O-])=O,Insecticide
3510,Cucurbitacin,2222-07-3,CC(C)(O)\C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,Insecticide
3516,Matrine,519-02-8,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,Insecticide
3521,Cnidiadin,41137-88-6,CC(C)C(=O)OC(C)(C)C1Cc2c(O1)ccc3C=CC(=O)Oc23,"Fungicide,Insecticide"
3522,Oxymatrine,16837-52-8,[O-][N+]12CCC[C@H]3CN4[C@H](CCCC4=O)[C@@H](CCC1)[C@@H]23,Insecticide
3525,Gingerol,23513-14-6,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,Fungicide
3528,Tecloftalam,76280-91-6,OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)Nc2cccc(Cl)c2Cl,Fungicide
