,name,pri,casrn,class,mw,use
961,2-Methyl-3-buten-2-ol,29218,115-18-4,Not Listed,0,Not Listed
962,"2,2,2-Trichloroethanol",29219,115-20-8,Not Listed,0,Not Listed
963,"4,4'-(3H-2,1-Benzoxathiol-3-ylidene)bis[2,6-dibromophenol], S,S-Dioxide",29220,115-39-9,Not Listed,0,Not Listed
964,"2-Amino-2-methyl-1,3-propanediol",29221,115-69-5,Not Listed,0,Not Listed
965,"2,2-Bis(hydroxymethyl)-1,3-propanediol",29222,115-77-5,Not Listed,0,Not Listed
966,"Phosphoric acid, Triphenyl ester",29223,115-86-6,Not Listed,0,Not Listed
967,"Phosphoric acid, Bis(p-tert-butylphenyl) phenyl ester",29224,115-87-7,Not Listed,0,Not Listed
968,"Phosphorothioic acid, O,O-Dimethyl O-[4-(methylsulfinyl)phenyl]ester",29225,115-91-3,Not Listed,0,Not Listed
969,Linaloyl acetate,29226,115-95-7,Not Listed,0,Not Listed
970,Tris(beta-chloroethylphosphate),29227,115-96-8,Not Listed,0,"Building materials,Flame retardant,Paints, coatings, resins,Polymer production"
971,"1,1'-Isopropylidenebis(p-phenyleneoxy)di-2-propanol",29228,116-37-0,Not Listed,0,Not Listed
972,Succinyl sulfathiazole,29229,116-43-8,Not Listed,0,Not Listed
973,"Benzenesulfonic acid, Ethylene glycol diester",29230,116-50-7,Benzene sulfonate,0,Soap or Surfactant
974,"Dichloroacetic acid, Methyl ester",29231,116-54-1,Not Listed,0,Not Listed
975,Tetrachlorophthalic acid anhydride,29232,117-08-8,Anhydride,0,Not Listed
976,"1,8-Dihydroxy-9,10-anthracenedione",29233,117-10-2,Not Listed,0,Drug
977,"1,5-Dihydroxy-9,10-anthracenedione",29234,117-12-4,Not Listed,0,Not Listed
978,Diphenylacetic acid,29235,117-34-0,Not Listed,0,Not Listed
979,Quercetin,29236,117-39-5,Not Listed,0,Not Listed
980,"2-Amino-9,10-anthracenedione",29237,117-79-3,Not Listed,0,"Chemical intermediate,Dye,Paints, coatings, resins,Polymer production,Textile manufacturing"
981,Bis(2-butoxyethyl) phthalate,29238,117-83-9,Alkyl Phthalate,0,Not Listed
982,N-Hydroxymethylphthalimide,29239,118-29-6,Not Listed,0,Not Listed
983,"3,4,5-Trimethoxybenzoic acid",29240,118-41-2,Not Listed,0,Not Listed
984,N-Ethyl-1-naphthalenamine,29241,118-44-5,Not Listed,0,Not Listed
985,Phenyl salicylate,29242,118-55-8,Not Listed,0,Not Listed
986,Benzyl salicylate,29243,118-58-1,Not Listed,0,Not Listed
987,"Salicylic acid, Ethyl ester",29244,118-61-6,Benzoic acid,0,Not Listed
988,5-Amino-o-toluenesulfonic acid,29246,118-88-7,Not Listed,0,Not Listed
989,2-Methylbenzoic acid,29247,118-90-1,Not Listed,0,Not Listed
990,2-Chlorobenzoic acid,29248,118-91-2,Not Listed,156.57,Not Listed
991,Anthranilic acid,29249,118-92-3,Not Listed,0,Not Listed
992,1-(2-Hydroxyphenyl)ethanone,29250,118-93-4,Not Listed,0,Not Listed
993,"2-(1-Methylethyl)-4,6-dinitrophenol",29251,118-95-6,Not Listed,0,Not Listed
994,"2,4,6-Trinitrotoluene",29252,118-96-7,Not Listed,0,Not Listed
995,"1,2-Benzenedicarboxylic acid, Ditridecyl ester",29253,119-06-2,Not Listed,0,Not Listed
996,"4-[(2,4-Dinitrophenyl)amino]phenol",29254,119-15-3,Not Listed,0,Not Listed
997,"2,4-Dinitrophenylhydrazine",29255,119-26-6,Not Listed,0,Not Listed
998,4-Amino-2-nitrotoluene,29256,119-32-4,Not Listed,0,Not Listed
999,2-Nitro-p-cresol,29257,119-33-5,Not Listed,0,Not Listed
1000,4-Amino-2-nitrophenol,29258,119-34-6,Not Listed,0,"Chemical intermediate,Dye"
1001,2-Cyclohexylphenol,29259,119-42-6,Not Listed,0,Not Listed
1002,Benzoin,29260,119-53-9,Not Listed,0,Not Listed
1003,Isoquinoline,29261,119-65-3,Not Listed,0,Not Listed
1004,2-Nitro-N-phenylbenzenamine,29262,119-75-5,Not Listed,0,Not Listed
1005,Bis(2-carboxyphenyl)disulfide,29263,119-80-2,Not Listed,0,Not Listed
1006,N-(4-Methoxy-2-nitrophenyl)acetamide,29264,119-81-3,Not Listed,0,Not Listed
1007,"3,4-Dihydro-2H-1-benzopyran-2-one",29265,119-84-6,Not Listed,0,Not Listed
1008,"3,3'-Dimethyl-[1,1'-biphenyl]-4,4'-diamine",29266,Not Listed,Not Listed,0,Not Listed
1009,"2,2'-Iminodi-N-phenylethanol",29267,120-07-0,Not Listed,0,Not Listed
1010,4-Ethoxy-3-methoxyphenylacetic acid,29268,120-13-8,Not Listed,0,Not Listed
1011,"3,4-Dimethoxybenzaldehyde",29269,120-14-9,Not Listed,0,Not Listed
1012,2-Naphthalenesulfonic acid,29270,120-18-3,Not Listed,0,Not Listed
1013,4-(Diethylamino)benzaldehyde,29271,120-21-8,Not Listed,0,Not Listed
1014,4-Ethoxy-3-methoxybenzaldehyde,29272,120-25-2,Not Listed,0,Not Listed
1015,Desoxyanisoin,29273,120-44-5,Not Listed,0,Not Listed
1016,"1,3-Diphenyl-1,3-propanedione",29274,120-46-7,Not Listed,0,Not Listed
1017,Piperonal,29275,120-57-0,Not Listed,0,Not Listed
1018,Isosafrole,29276,120-58-1,Botanical,0,"Fragrance component or p,Natural component of foo"
1019,o-Acetotoluidide,29277,120-66-1,Not Listed,0,Not Listed
1020,1H-Purine,29278,120-73-0,Not Listed,0,Not Listed
1021,Catechol,29279,120-80-9,Not Listed,0,"Chemical intermediate,Dye,Photographic processing,Polymer production"
1022,"N,N'-Bis(2-hydroxyethyl)ethane dithioamide",29280,120-86-5,Not Listed,0,Not Listed
1023,"N,N'-Didodecylethanedithioamide",29281,120-88-7,Not Listed,0,Not Listed
1024,Parabanic acid,29282,120-89-8,Not Listed,0,Not Listed
1025,Cyclopentanone,29283,120-92-3,Not Listed,0,Not Listed
1026,2-Imidazolidinone,29284,120-93-4,Not Listed,86.09,Not Listed
1027,"2,4-Dinitrotoluene",29285,121-14-2,Not Listed,0,"Chemical intermediate,Dye,Industrial chemical,Polymer production"
1028,(4-Hydroxy-3-nitrophenyl)arsonic acid,29286,121-19-7,Not Listed,0,Not Listed
1029,"1-((4-Amino-2-propyl-5-pyrimidinyl)methyl)-2-methylpyridinium, Chloride",29287,121-25-5,Not Listed,0,Not Listed
1030,3-Ethoxy-4-hydroxybenzaldehyde,29288,121-32-4,Not Listed,0,Not Listed
1031,,29289,,,Not Listed,Not Listed
1032,"Bicyclo(2.2.1)hepta-2,5-diene",29290,121-46-0,Not Listed,0,Not Listed
1033,,29291,,,Not Listed,Not Listed
1034,Sulfanilic acid,29292,121-57-3,Not Listed,0,Not Listed
1035,"N,N-Dimethylsulfanilic acid",29293,121-58-4,Not Listed,0,Not Listed
1036,N-Carbamoylarsanilic acid,29294,121-59-5,Not Listed,0,Not Listed
1037,,29295,Not Listed,Not Listed,Not Listed,Not Listed
1038,4'-Sulfamylacetanilide,29296,121-61-9,Not Listed,0,Not Listed
1039,N-Acetylsulfanilic acid,29297,121-62-0,Not Listed,0,Not Listed
1040,"N,N-Dimethylaniline",29299,121-69-7,Not Listed,0,Not Listed
1041,1-(3-Hydroxyphenyl)ethanone,29300,121-71-1,Not Listed,0,Not Listed
1042,"3,4,5-Trihydroxybenzoic acid, Propyl ester",29301,121-79-9,Not Listed,0,Not Listed
1043,"3,5-Dinitrobenzamide",29302,121-81-3,Not Listed,0,Not Listed
1044,"Hexahydro-1,3,5-trinitro-1,2,3-triazine",29303,121-82-4,Not Listed,0,Not Listed
1045,2-Chloro-4-nitrotoluene,29304,121-86-8,Not Listed,0,Not Listed
1046,2-Chloro-4-nitroaniline,29305,121-87-9,Not Listed,0,Not Listed
1047,3-Nitrobenzoic acid,29306,121-92-6,Not Listed,0,Not Listed
1048,4-Nitrobenzoyl chloride,29307,122-04-3,Not Listed,0,Not Listed
1049,Benzyltrimethylammonium methoxide,29308,122-08-7,Not Listed,0,Not Listed
1050,"4-Amino-N-(2,6-dimethoxy-4-pyrimidinyl)benzenesulfonamide",29309,122-11-2,Not Listed,0,Not Listed
1051,"3,3'-Methylenebis(6-hydroxybenzoic)acid",29310,122-25-8,Not Listed,0,Not Listed
1052,N-(3-Nitrophenyl)acetamide,29311,122-28-1,Not Listed,0,Not Listed
1053,"(Z)-9-Octadecenoic acid 1,2,3-propanetriyl ester",29312,122-32-7,Not Listed,885.43,Not Listed
1054,"N,N'-Dicyclohexylethanedithioamide",29313,122-36-1,Not Listed,0,Not Listed
1055,2-(Phenylmethylene)heptanol,29314,122-40-7,Not Listed,0,Not Listed
1056,4-Phenyl-3-buten-2-one,29315,122-57-6,Not Listed,0,Not Listed
1057,Phenoxyacetic acid,29316,122-59-8,Not Listed,0,Not Listed
1058,Phenyl glycidyl ether,29317,122-60-1,Not Listed,0,"Chemical intermediate,Paints, coatings, resins,Polymer production,Solvent"
1059,"N,N'-Bis(phenylmethyl)ethane dithioamide",29318,122-65-6,Not Listed,0,Not Listed
1060,"1,2-Diphenylhydrazine",29319,122-66-7,Not Listed,0,"Chemical intermediate,Dye,Paints, coatings, resins,Polymer production"
1061,"Dibenzylethylenediamine, Diacetate",29320,122-75-8,Not Listed,0,Not Listed
1062,Phenyl acetate,29321,122-79-2,Not Listed,0,Not Listed
1063,p-Aminoacetanilide,29322,122-80-5,Not Listed,0,Not Listed
1064,N-(4-Hydroxyphenyl)glycine,29323,122-87-2,Not Listed,0,Not Listed
1065,2-Phenoxyethanol,29324,122-99-6,Not Listed,0,Not Listed
1066,Dodecylbenzene,29325,123-01-3,Not Listed,0,Not Listed
1067,4-Ethylphenol,29326,123-07-9,Not Listed,0,Not Listed
1068,,29327,Not Listed,Not Listed,Not Listed,Not Listed
1069,p-Anisaldehyde,29328,123-11-5,Not Listed,0,Not Listed
1070,2-Methylvaleraldehyde,29329,123-15-9,Not Listed,0,Not Listed
1071,4-Heptanone,29330,123-19-3,Not Listed,0,Not Listed
1072,Diethyl succinate,29331,123-25-1,Not Listed,0,Not Listed
1073,4-Aminophenol,29332,123-30-8,Not Listed,0,Not Listed
1074,"3-Propenoxy-1,2-propanediol",29333,123-34-2,Not Listed,0,Not Listed
1075,Sulfoacetate,29334,123-43-3,Not Listed,0,Not Listed
1076,3-Methyl-1-butanol,29335,123-51-3,Not Listed,0,Not Listed
1077,"2,5-Pyrrolidinedione",29336,123-56-8,Not Listed,0,Not Listed
1078,Oxacycloheptadec-8-en-2-one,29337,123-69-3,Not Listed,0,Not Listed
1079,(E)-2-Butenal,29338,123-73-9,Not Listed,0,Not Listed
1080,4-Oxo-pentanoic acid,29339,123-76-2,Not Listed,0,Not Listed
1081,"Butyl ester, Acetic acid",29340,123-86-4,Not Listed,0,Not Listed
1082,Thiodiacetic acid,29341,123-93-3,Not Listed,0,Not Listed
1083,2-Octanol,29342,123-96-6,Not Listed,0,Not Listed
1084,Azelaic acid,29343,123-99-9,Not Listed,0,Not Listed
1085,N-2-Propenyl-2-propen-1-amine,29344,124-02-7,Not Listed,0,Not Listed
1086,"Tetradecanoic acid, Methyl ester",29345,124-10-7,Not Listed,0,Not Listed
1087,1-Nonene,29346,124-11-8,Not Listed,0,Not Listed
1088,Octanenitrile,29347,124-12-9,Not Listed,0,Not Listed
1089,2-(2-Butoxyethoxy) ethyl acetate,29348,124-17-4,Not Listed,0,Not Listed
1090,Decane,29349,124-18-5,Not Listed,0,Not Listed
1091,Nonanal,29350,124-19-6,Not Listed,0,Not Listed
1092,"N-(3-Aminopropyl)-1,4-butanediamine",29351,124-20-9,Not Listed,0,Not Listed
1093,1-Dodecanamine,29352,124-22-1,Not Listed,0,Not Listed
1094,Octadecylamine,29353,124-30-1,Not Listed,0,Not Listed
1095,Methanesulfonyl chloride,29354,124-63-0,Not Listed,0,Not Listed
1096,,29355,Not Listed,Not Listed,Not Listed,Not Listed
1097,"3,3-Bis[4-hydroxy-2-methyl-5-(1-methylethyl)phenyl]-1(3H)-isobenzofuranone",29356,125-20-2,Not Listed,0,Not Listed
1098,Usnic acid,29357,125-46-2,Not Listed,0,Not Listed
1099,"2,2-Diphenyl-4-dimethylaminovaleronitrile",29358,125-79-1,Not Listed,0,Not Listed
1100,,29359,Not Listed,Not Listed,Not Listed,Not Listed
1101,"Phosphorothioic acid, O,O,O-Triethyl ester",29360,126-68-1,Not Listed,0,Not Listed
1102,Triisobutyl phosphate,29361,126-71-6,Not Listed,0,Not Listed
1103,"Tris(2,3-dibromopropyl)phosphate",29362,126-72-7,Not Listed,0,"Building materials,Electronics production,Flame retardant,Paints, coatings, resins,Polymer production,Textile manufacturing"
1104,"5,5-Dimethyl-1,3-cyclohexanedione",29363,126-81-8,Not Listed,0,Not Listed
1105,,29364,Not Listed,Not Listed,Not Listed,Not Listed
1106,Hydroxyurea,29365,127-07-1,Not Listed,0,Drug
1107,Pyruvic acid,29366,127-17-3,Not Listed,0,Not Listed
1108,"N,N-Dimethyl acetamide",29367,127-19-5,Not Listed,0,"Chemical intermediate,Electroplating,Industrial chemical,Polymer production,Solvent"
1109,Pimaric acid,29368,127-27-5,Not Listed,0,Not Listed
1110,alpha-Ethynyl-alpha-methylbenzenemethanol,29369,127-66-2,Not Listed,0,Not Listed
1111,"3-Nitrobenzenesulfonic acid, Sodium salt",29370,127-68-4,Not Listed,0,Not Listed
1112,"(4-Aminophenyl)arsonic acid, Monosodium salt",29371,127-85-5,Not Listed,0,Not Listed
1113,N-Bromosuccinimide,29372,128-08-5,Not Listed,0,Not Listed
1114,"2,6-Bis(1,1-dimethylethyl)phenol",29373,128-39-2,Not Listed,0,Not Listed
1115,"6,6-Dimethylbicyclo[3.1.1]hept-2-ene-2-ethanol",29374,128-50-7,Not Listed,0,Not Listed
1116,"1-Ethyl-1H-pyrrole-2,5-dione",29375,128-53-0,Not Listed,0,Not Listed
1117,Sodium anthraquinone-alpha-sulfonate,29376,128-56-3,Not Listed,0,Not Listed
1118,Anthraquinone Vat Green 1 CI No. 59825,29377,128-58-5,Not Listed,0,Not Listed
1119,Pyrene,29378,129-00-0,Aromatic,0,Combustion byproduct
1120,Anthraquinone Vat Yellow 2 CI No. 67300,29379,129-09-9,Not Listed,0,Not Listed
1121,"2,4,7-Trinitro-9H-fluoren-9-one",29380,129-79-3,Not Listed,0,Not Listed
1122,"12-Hydroxysenecionan-11,16-dione",29381,130-01-8,Not Listed,0,Not Listed
1123,"1,4-Naphthalenedione",29382,130-15-4,Not Listed,0,Not Listed
1124,Anthraquinone Vat Blue 6 CI No. 69825,29383,130-20-1,Not Listed,0,Not Listed
1125,"9,10-Dihydro-3,4-dihydroxy-9,10-dioxo-2-anthracenesulfonic acid, Monosodium salt",29384,130-22-3,Not Listed,0,Not Listed
1126,"10-[2-(1-Methyl-2-piperidinyl)ethyl]-2-(methylthio)-10H-phenothiazine, Monohydrochloride",29385,130-61-0,Not Listed,0,Not Listed
1127,"(E)-Depropanoate, 4,4'-(1,2-Diethyl-1,2-ethenediyl)bisphenol",29386,130-80-3,Not Listed,0,Not Listed
1128,2-Chloroanthraquinone,29387,131-09-9,Not Listed,0,Not Listed
1129,Di-N-propyl phthalate,29388,131-16-8,Alkyl Phthalate,0,Not Listed
1130,Phthalic acid Diallylester,29389,131-17-9,Phthalate,0,Not Listed
1131,4-(Phenylazo)-1-naphthalenamine,29390,131-22-6,Aromatic amine,0,Not Listed
1132,,29391,,,Not Listed,Not Listed
1133,"2,2',4,4',6,6'-Hexanitrodiphenylamine",29392,131-73-7,Not Listed,0,Not Listed
1134,1-((2-Methylphenyl)azo)-2-naphthalenamine,29393,131-79-3,Not Listed,0,Not Listed
1135,1-Nitroso-2-naphthol,29394,131-91-9,Not Listed,0,Not Listed
1136,Anthraquinone Vat Brown 3 CI No. 69015,29395,131-92-0,Not Listed,0,Not Listed
1137,Inosine 5'-(tetrahydrogen triphosphate),29396,132-06-9,Not Listed,0,Not Listed
1138,Neoprontosil,29397,132-38-7,Not Listed,0,Not Listed
1139,2-Nitroso-1-naphthol,29398,132-53-6,Not Listed,0,Not Listed
1140,Dibenzofuran,29399,132-64-9,Not Listed,0,Not Listed
1141,Dibenzothiophene,29400,132-65-0,Not Listed,0,Not Listed
1142,1-Naphthyl-acetonitrile,29401,132-75-2,Not Listed,0,Not Listed
1143,"4-Amino-2-hydroxybenzoic acid, Monosodium salt",29402,133-10-8,Not Listed,0,Not Listed
1144,4-Aminosalicylate,29403,133-11-9,Not Listed,0,Not Listed
1145,"2,3-Dihydroxy-2-butenedioic acid",29404,133-38-0,Not Listed,0,Not Listed
1146,Pentachlorobenzenthiol,29405,133-49-3,Not Listed,0,Not Listed
1147,1-Deoxy-1-(methylamino)-D-glucitol compd. with antimonic acid (HSbO3)(1:1),29406,133-51-7,Not Listed,0,Not Listed
1148,"6-(Acetylamino)-3-[[4-(aminosulfonyl)phenyl]azo]-4-hydroxy-2,7-naphthalene disulfonic acid, Disodium salt",29407,133-60-8,Not Listed,0,Not Listed
1149,"3,5-Diiodo-2-hydroxybenzoic acid",29408,133-91-5,Not Listed,0,Not Listed
1150,o-Anisidine hydrochloride,29409,134-29-2,Aromatic amine,0,"Chemical intermediate,Dye,Paints, coatings, resins"
1151,3-Methyl-2-phenylmorpholine,29411,134-49-6,Not Listed,0,Not Listed
1152,"5-Amino-1,4-dihydro-7H-1,2,3-triazolo[4,5-d]pyrimidin-7-one",29412,134-58-7,Not Listed,0,Not Listed
1153,Benzil,29413,134-81-6,Not Listed,0,Not Listed
1154,4-Methylbenzophenone,29414,134-84-9,Not Listed,0,Not Listed
1155,4-Chlorobenzophenone,29415,134-85-0,Not Listed,0,Not Listed
1156,"4-Hydroxy-3,5-dimethoxybenzaldehyde",29416,134-96-3,Not Listed,0,Not Listed
1157,"1,2-Diethylbenzene",29417,135-01-3,Not Listed,0,Not Listed
1158,2-Methoxybenzaldehyde,29418,135-02-4,Not Listed,0,Not Listed
1159,"6,6'-(Carbonyldiimino)bis[1-methylquinolinium bis(methyl sulfate)",29419,135-14-8,Not Listed,0,Not Listed
1160,Cupferron,29420,135-20-6,Not Listed,0,Not Listed
1161,"1-(1,1'-Biphenyl)-4-yl-2-bromoethanone",29421,135-73-9,Not Listed,0,Not Listed
1162,N-Phenyl-2-naphthylamine,29422,135-88-6,Aromatic amine,0,Not Listed
1163,"Dibutyldithiocarbamic acid, Sodium salt",29423,136-30-1,Not Listed,0,Not Listed
1164,2-Pentylphenol,29424,136-81-2,Not Listed,0,Not Listed
1165,2-Benzothiazolamine,29425,136-95-8,Not Listed,0,Not Listed
1166,"(R)-N-(2,4-Dihydroxy-3,3-dimethyl-1-oxybutyl)-beta-alanine calcium salt (2:1)",29426,137-08-6,Not Listed,0,Not Listed
1167,"2,4-Diaminophenol hydrochloride",29427,137-09-7,Not Listed,0,Not Listed
1168,,29428,Not Listed,Not Listed,Not Listed,Not Listed
1169,"Dimethyldithiocarbamic acid, Copper(II) salt",29429,137-29-1,Not Listed,0,Not Listed
1170,2-Methyl-1-butanol,29430,137-32-6,Alcohol/Ether,0,Not Listed
1171,Xylocaine,29431,137-58-6,Not Listed,0,Not Listed
1172,"1-[(4-Amino-2-propyl-5-pyrimidinyl)methyl]-2-methylpyridinium, Chloride, Monohydrochloride",29432,137-88-2,Not Listed,0,Not Listed
1173,"2,4-Dipentylphenol",29433,138-00-1,Not Listed,0,Not Listed
1174,"(S)-Hydroxybutanedioic acid, Sodium salt",29434,138-09-0,Not Listed,0,Not Listed
1175,Butyl lactate,29435,"138-22-7, 34451-19-9",Not Listed,0,Not Listed
1176,"N,N-Dimethyl-p-nitrosoaniline",29436,138-89-6,Not Listed,0,Not Listed
1177,Thiodianiline,29437,139-65-1,Not Listed,0,"Chemical intermediate,Dye"
1178,"3,4-Dihydroxybenzaldehyde",29438,139-85-5,Not Listed,0,Not Listed
1179,5-(4-Morpholinylmethyl)-3-(((5-nitro-2-furanyl)methylene)amino)-2-oxazolidinone,29439,139-91-3,Not Listed,0,Drug
1180,Nithiazide,29440,139-94-6,Not Listed,0,Not Listed
1181,"Ricinoleic acid acetate, Methyl ester",29441,140-03-4,Not Listed,0,Not Listed
1182,"Ricinoleic acid acetate, Butyl ester",29442,140-04-5,Not Listed,0,Not Listed
1183,"Ricinoleic acid acetate, 2-Methoxyethyl ester",29443,140-05-6,Not Listed,0,Not Listed
1184,(E)-3-Phenyl-2-propenoic acid,29444,140-10-3,Not Listed,0,Not Listed
1185,Benzyl acetate,29445,140-11-4,Not Listed,0,Not Listed
1186,Phenylacetonitrile,29446,140-29-4,Not Listed,0,Not Listed
1187,4-Chlorophenyl urea,29448,140-38-5,Not Listed,170.6,Not Listed
1188,"4-(1,1,3,3-Tetramethylbutyl)phenol",29449,140-66-9,Not Listed,0,Not Listed
1189,"1,4-Dinitrosopiperazine",29450,140-79-4,Not Listed,0,Not Listed
1190,Sodium ethyl xanthate,29451,140-90-9,Not Listed,0,Not Listed
1191,Diethyl maleate,29453,141-05-9,Not Listed,0,Not Listed
1192,"(Z)-3,7-Dimethyl-2,6-octen-1-ol acetate",29454,141-12-8,Not Listed,0,Not Listed
1193,,29455,,,Not Listed,Not Listed
1194,"12-Hydroxyoctadecanoic acid, Methyl ester",29456,141-23-1,Not Listed,0,Not Listed
1195,"Ricinoleic acid, Methyl ester",29457,141-24-2,Not Listed,0,Not Listed
1196,Diethyl adipate,29458,141-28-6,Not Listed,0,Not Listed
1197,3-Chloro-6-chloropyridazine,29459,141-30-0,Not Listed,0,Not Listed
1198,"2-Propenoic acid, Butyl ester",29460,141-32-2,Not Listed,0,Not Listed
1199,"O-Butyl ester carbonodithioic acid, Sodium salt",29461,141-33-3,Not Listed,0,Not Listed
1200,Formic acid sodium salt,29462,141-53-7,Not Listed,0,Not Listed
1201,Malonic acid,29463,141-82-2,Not Listed,0,Not Listed
1202,"2,6-Pyridinediamine",29464,141-86-6,Not Listed,0,Not Listed
1203,Thiouracil,29465,141-90-2,Not Listed,0,Drug
1204,"2,6-Dimethylmorpholine",29466,141-91-3,Not Listed,0,Not Listed
1205,"1,3-Diethyl benzene",29467,141-93-5,Not Listed,0,Not Listed
1206,"Propanedioic acid, Disodium salt",29468,141-95-7,Not Listed,0,Not Listed
1207,"3-Oxobutanoic acid, Ethyl ester",29469,141-97-9,Not Listed,0,Not Listed
1208,Isopropyl ethylthionocarbamate,29470,141-98-0,Not Listed,0,Not Listed
1209,Aniline hydrochloride,29471,142-04-1,Not Listed,0,"Chemical intermediate,Dye,Industrial chemical"
1210,2(1H)-Pyridinone,29472,142-08-5,Not Listed,0,Not Listed
1211,"[R-(Z)]-12-Hydroxy-9-octadecenoic acid, 2-Methoxyethyl ester",29473,142-21-2,Not Listed,0,Not Listed
1212,"Diethylene glycol, bis(Allyl carbonate)",29474,142-22-3,Not Listed,0,Not Listed
1213,Cyclopentene,29475,142-29-0,Not Listed,0,Not Listed
1214,Dimethylhexynediol,29476,142-30-3,Not Listed,0,Not Listed
1215,Octyl sodium sulfate,29477,142-31-4,Not Listed,0,Not Listed
1216,"2,5-Dithiobiurea",29478,142-46-1,Not Listed,0,Not Listed
1217,"L-Glutamic acid, Monosodium salt",29479,142-47-2,Not Listed,0,Not Listed
1218,Tetrahydro-2H-pyran,29480,142-68-7,Not Listed,0,Not Listed
1219,Heptane,29481,142-82-5,Not Listed,0,Not Listed
1220,Di-n-propylamine,29482,142-84-7,Not Listed,0,Not Listed
1221,Hexyl acetate,29483,142-92-7,Not Listed,0,Not Listed
1222,"1,1'-Oxybisbutane",29484,142-96-1,Not Listed,0,Not Listed
1223,1-Nonanol,29485,143-08-8,Not Listed,0,Not Listed
1224,"1-Decanamine, Hydrochloride",29486,143-09-9,Not Listed,0,Not Listed
1225,N-Hexyl-1-hexanamine,29487,143-16-8,Not Listed,0,Not Listed
1226,1-Hexadecanamine,29488,143-27-1,Not Listed,0,Not Listed
1227,Iodomethylmercury,29489,143-36-2,Not Listed,0,Not Listed
1228,"4,4'-(3H-2,1-Benzoxathiol-3-ylidene)bisphenol, S,S-Dioxide",29490,143-74-8,Not Listed,0,Not Listed
1229,Tetrakis(dimethylcarbamodithioato-S)selenium,29491,144-34-3,Inorganic,0,Not Listed
1230,2-Iodoacetamide,29492,144-48-9,Not Listed,0,Not Listed
1231,4-Amino-N-2-pyridinylbenzenesulfonamide,29493,144-83-2,Not Listed,0,Not Listed
1232,4-[(4-Hydroxy-1-naphthalenyl)phenylmethylene]-1(4H)-naphthalenone,29494,145-50-6,Not Listed,0,Not Listed
1233,"8,8'-[Carbonylbis[imino-3,1-phenylenecarbonylimino(4-methyl-3,1-phenylene)carbonylimino]]bis-1,3,5-naphthalenetrisulfonic acid",29495,145-63-1,Not Listed,0,Not Listed
1234,"4-[3-[2-(Trifluoromethyl)-10H-phenothiazin-10-yl]propyl]-1-piperazineethanol, Dihydrochloride",29496,146-56-5,Not Listed,0,Not Listed
1235,"2-(Diphenylmethoxy)-N,N-dimethyl-ethanamine hydrochloride",29497,147-24-0,Not Listed,0,Not Listed
1236,"2,4,6-Tribromobenzeneamine",29498,147-82-0,Not Listed,0,Not Listed
1237,Diethylcarbamodithioic acid,29499,147-84-2,Not Listed,0,Not Listed
1238,L-Proline,29500,147-85-3,Not Listed,0,Not Listed
1239,Cytarabine,29501,147-94-4,Not Listed,0,Drug
1240,Sodium diethyldithiocarbamate,29502,148-18-5,Other Carbamate,0,Not Listed
1241,2-Hydroxy-3-methoxybenzaldehyde,29503,148-53-8,Not Listed,0,Not Listed
1242,"3-(Dibutylamino)-1-propanol, 4-Aminobenzoate(ester)",29504,149-16-6,Not Listed,0,Not Listed
1243,Patulin,29505,149-29-1,Not Listed,0,Not Listed
1244,"2-Methyl-1,3-pentanediol",29506,149-31-5,Not Listed,0,Not Listed
1245,,29507,Not Listed,Not Listed,Not Listed,Not Listed
1246,"4,5-Dihydroxy-1,3-benzenedisulfonic acid, Disodium salt",29508,149-45-1,Not Listed,0,Not Listed
1247,"3,4,5-Trihydroxybenzoic acid",29509,149-91-7,Not Listed,0,Not Listed
1248,,29510,Not Listed,Not Listed,Not Listed,Not Listed
1249,Phenylalanine,29511,150-30-1,Not Listed,0,Not Listed
1250,Benzyl disulfide,29512,150-60-7,Not Listed,0,Not Listed
1251,"N,N'-Diphenyl-1,2-ethanediamine",29513,150-61-8,Not Listed,0,Not Listed
1252,(4-Ethoxyphenyl)urea,29514,150-69-6,Not Listed,0,Not Listed
1253,4-(Methylamino)phenol,29515,150-75-4,Not Listed,0,Not Listed
1254,4-Methoxyphenol,29516,150-76-5,Phenol,0,Not Listed
1255,"1,4-Dimethoxybenzene",29517,150-78-7,Not Listed,0,Not Listed
1256,,29518,Not Listed,Not Listed,Not Listed,Not Listed
1257,"Butanedioic acid, Disodium salt",29519,150-90-3,Not Listed,0,Not Listed
1258,"Carbonodithioic acid, O-Ethyl ester",29520,151-01-9,Not Listed,0,Not Listed
1259,"Ricinoleic acid, Butyl ester",29521,151-13-3,Not Listed,0,Not Listed
1260,beta-Aminopropionitrile,29522,151-18-8,Not Listed,0,Not Listed
1261,"Sulfuric acid, Monododecyl ester",29523,151-41-7,Not Listed,0,Not Listed
1262,Aziridine,29524,151-56-4,Not Listed,0,"Fuel or fuel additive,Lubricant,Paints, coatings, resins,Photographic processing,Polymer production"
1263,Halothane,29525,151-67-7,Not Listed,0,Drug
1264,2-Aminofluorene,29527,153-78-6,Not Listed,0,Not Listed
1265,"(2S-trans)Methyl-6,8-dideoxy-6-[[(1-methyl-4-propyl-2-pyrrolidinyl)carbonyl]amino]-1-thio-D-erthro-alpha-D-galactooctopyranoside",29528,154-21-2,Not Listed,0,Not Listed
