Active Substance ID,Substance,CAS Number,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d),Source/Year,Remark,ARfD (mg/kg bw),Source/Year,Remark,AOEL (mg/kg bw/d),Source/Year,Remark,AAOEL (mg/kg bw/d),Source/Year,Remark,Other (mg/kg bw/d),Source/Year,Remark,Classification (Reg. 1272/2008),Authorised,Functions
1147,Sodium fluosilicate,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
1148,Sodium hydrogen carbonate (basic substance),144-55-8,Approved,,,"2007/442, 2007/442, Reg. (EU) 2015/2069, Reg. (EU) 2015/2069, Reg. (EU) No 540/2011, Reg. (EU) No 540/2011",,,,,Reg. (EU) 2016/439,,Yes,,," Reg. (EU) 2015/2069,  Reg. (EU) 2015/2069",,," Reg. (EU) 2015/2069,  Reg. (EU) 2015/2069",,," Reg. (EU) 2015/2069,  Reg. (EU) 2015/2069",,,,,,,,,,FU
1235,Sodium hydrogen carbonate (low risk active substance),144-55-8,Approved,1/10/2020,1/10/2035,Reg. (EU) 2020/1263,,AT,FR,EFSA,Reg. (EU) 2016/439,,,Yes,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,--- - ---,"AT, DE",
1149,Sodium hydroxide,1310-73-2,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,Skin Corr. 1A - H314,,HB
1150,Sodium hypochlorite,7681-52-9,Not approved,1/9/2009,31/08/2019,"2008/127/EC, Reg. (EU) 2022/801, Reg. (EU) No 190/2013, Reg. (EU) No 540/2011",,IE,UK,COM,,,,,0.15 mg/kg bw/day,Dir 08/127,,,Dir 08/127,,0.06 mg/kg bw/day,Dir 08/127,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Dam. 1 - H318, Skin Corr. 1B - H314",,BA
1504,Sodium hypochlorite (BS),Sodium hypochlorite,Pending,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,FU
1151,Sodium lauryl sulphate,No CAS allocated,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Sodium metabisulphite,No CAS allocated,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Eye Dam. 1 - H318",,FU
1153,Sodium monochloroacetate,3926-62-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1154,Sodium o-benzyl-p-chlorphenoxide,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,FU
1155,Sodium o-nitrophenolate,824-39-5 ,Approved,1/11/2009,31/01/2027,"2009/11, Reg. (EU) 2022/1480, Reg. (EU) 2023/1757, Reg. (EU) No 540/2011","<p>Extension of the approval period: <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1504172726994&uri=CELEX:32017R0555"" rel=""noopener noreferrer"" target=""_blank"">Reg. (EU) 2017/555</a></p>",NL,EL,EFSA,"Reg. (EU) 2016/1785, Reg. (EU) 2021/1098, Reg. (EU) 2021/590",,,,0.003 mg/kg bw/day,Dir 09/11,,0.045 mg/kg bw,Dir 09/11,,0.007 mg/kg bw/day,Dir 09/11,,,,,,,,,"AT, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IT, PL, PT, RO, SK",PG
1157,Sodium p-nitrophenolate,824-78-2,Approved,1/11/2009,31/01/2027,"2009/11, Reg. (EU) 2022/1480, Reg. (EU) 2023/1757, Reg. (EU) No 540/2011","<p>Extension of the approval period: <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1504172726994&uri=CELEX:32017R0555"" rel=""noopener noreferrer"" target=""_blank"">Reg. (EU) 2017/555</a></p>",NL,EL,EFSA,"Reg. (EU) 2016/1785, Reg. (EU) 2021/1098, Reg. (EU) 2021/590",,,,0.003 mg/kg bw/day,Dir 09/11,,0.045 mg/kg bw,Dir 09/11,,0.007 mg/kg bw/day,Dir 09/11,,,,,,,,,"AT, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IT, PL, PT, RO, SK",PG
1159,Sodium p-t-amylphenate,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,"BA,FU"
1395,Sodium p-t-amylphenoxide,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,FU
1156,Sodium pentaborate,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,PG
1158,Sodium propionate,137-40-6,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,FU
1135,Sodium silver thiosulfate,No CAS allocated,Approved,1/5/2014,31/12/2026,"2003/850/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) 2024/1206, Reg. (EU) No 1195/2013, Reg. (EU) No 540/2011",,NL,LV,EFSA,,,,,,EFSA 2013,,,EFSA 2013,,0.00006 mg/kg bw/day,EFSA 2013,mg Ag/kg bw/day (Ag content of SST: 1%),,,,,,,,"LV, NL",PG
1160,Sodium tetraborate,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,"HB,IN,MO"
1161,Sodium tetrathiocarbamate,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,NE
1162,Sodium tetrathiocarbonate,See note,Not approved,,,2006/797,"<p>CAS (ECHA) <span style=""background-color: rgb(236, 253, 245); color: rgb(17, 24, 39);"">Disodium tetrathioperoxycarbonate</span> : <span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">7345-69-9</span></p>",,,,,,,,,,,,,,,,,,,,,,,,,"FU,NE"
1163,Sodium thiocyanate,540-72-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1164,Sodium-p-toluene-sulfonchloramid,No CAS allocated,Not approved,,,,<p>Disinfectant</p>,,,,,,,,,,,,,,,,,,,,,,,,,BA
1165,Soybean extract,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Spinetoram,See note ,Not approved,1/7/2014,30/06/2024,"Dossier complete 08/740/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) 2022/489, Reg. (EU) No 140/2014, Reg. (EU) No 540/2011",<p>The original RMS was UK.</p><p>CAS (ECHA) Spinetoram J : 187166-40-1</p>,HR,FR,EFSA,"Reg (EU) 2023/1069, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2016/46, Reg. (EU) 2017/1777, Reg. (EU) 2019/552, Reg. (EU) 2020/856, Reg. (EU) 2021/1110, Reg. (EU) 2022/93, Reg. (EU) No 473/2012, Reg. (EU) No 491/2014, Reg. (EU) No 491/2014 (update code number 0140020)",,,,0.025 mg/kg bw/day,EFSA 2013,,0.1 mg/kg bw,EFSA 2013,,0.0065 mg/kg bw/day,EFSA 2013,,,,,,,,,"BG, CY, EL, ES, IT, NL, PL, PT, RO",IN
1167,Spinosad,168316-95-8,Approved,1/2/2007,31/10/2026,"07/6/EC, Reg. (EU) 2018/524, Reg. (EU) 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) 2022/378, Reg. (EU) 2023/689, Reg. (EU) 2025/99, Reg. (EU) No 487/2014, Reg. (EU) No 540/2011",<p>CAS Spinosyn A: 131929-60-7</p><p>CAS Spinosyn D: 131929-63-0</p>,NL,FR,COM,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2015/603, Reg. (EU) 2022/1406, Reg. (EU) No 270/2012, Reg. (EU) No 293/2013, Reg. (EU) No 34/2013, Reg. (EU) No 556/2012, Reg. (EU) No 737/2014",,,,0.024 mg/kg bw/day,07/6/EC,,,07/6/EC,,0.012 mg/kg bw/day,07/6/EC,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, DK, EL, ES, FR, HR, HU, IE, IT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",IN
1168,Spirodiclofen,148477-71-8,Not approved,1/8/2010,31/07/2020,"2010/25/EU, Reg. (EU) 2022/801, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009D0579:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Extension provisional authorisation (2009/579)</a></p>",AT,NL,COM,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1902, Reg. (EU) 2016/567, Reg. (EU) No 34/2013, Reg. (EU) No 520/2011 ",,,,0.015 mg/kg bw/day,EFSA ´09,,,EFSA ´09,,0.009 mg/kg bw/day,EFSA ´09,,,,,,,,"Aquatic Chronic 1 - H410, Carc. 1B - H350, Repr. 2 - H361f, STOT RE 2 - H373, Skin Sens. 1B - H317",,"AC,IN"
1169,Spiromesifen,283594-90-1,Not approved,1/10/2013,30/09/2023,"2011/252/EU, 2011/252/EU, Dossier complete 03/105/EC, Dossier complete 03/105/EC, Reg. (EU) 2018/155, Reg. (EU) No 375/2013, Reg. (EU) No 375/2013",<p>The original RMS was UK.</p>,IT,AT,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2019/1015, Reg. (EU) 2024/1355, Reg. (EU) No 500/2013",,,,0.03 mg/kg bw/day,EFSA 07,,2.0 mg/kg bw,EFSA 07,,0.015 mg/kg bw/day,EFSA 07,,,,,,,,,"ES, IT, PT","AC,IN"
1170,Spirotetramat,203313-25-1,Not approved,1/5/2014,30/04/2024,"Dossier complete 07/560/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) 2022/489, Reg. (EU) No 1177/2013",,AT,NO,EFSA,"Reg. (EU) 2021/644, Reg. (EU) 2022/1324, Reg. (EU) 2022/93, Reg. (EU) 2023/1049",,,,0.05 mg/kg bw/day,EFSA 2013,,1.0 mg/kg bw,EFSA 2013,,0.05 mg/kg bw/day,EFSA 2013,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, Repr. 2 - H361fd, STOT SE 3 - H335, Skin Sens. 1A - H317","BG, CY, CZ, DK, EL, ES, FI, IT, PL, PT, SK",
1171,Spiroxamine,118134-30-8,Approved,1/1/2012,31/05/2026,"2007/21/EC, 99/73/EC, Reg. (EU) 2023/2592, Reg. (EU) No 2019/291, Reg. (EU) No 540/2011, Reg. (EU) No 797/2011",,AT,EE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 2016/452",,,,0.025 mg/kg bw/day,EFSA 2010,,0.1 mg/kg bw,EFSA 2010,,0.015 mg/kg bw/day,EFSA 2010,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 2 - H361d, STOT RE 2 - H373, Skin Irrit. 2 - H315, Skin Sens. 1 - H317","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, PL, PT, RO, SE, SI, SK",
1423,"Spodoptera exigua multicapsid nucleopolyhedrovirus (SeMNPV), isolate BV-0004",No CAS allocated,Approved,18/04/2022,18/04/2037,Reg. (EU) 2022/496,<p>Isolate BV-0004<em> of Spodoptera exigua</em> multicapsid nucleopolyhedrovirus (SeMNPV) has been approved.</p><p>RMS responsible for the last approval: ES</p>,ES,,EFSA,Reg. (EU) 2022/1290,,,Yes,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
1172,Spodoptera exigua nuclear polyhedrosis virus,No CAS allocated,Not approved,,,"07/50/EC, Reg. (EU) No 540/2011",,HU,NL,,Reg. (EU) No 588/2014,,,,,07/50/EC,,,07/50/EC,,,07/50/EC,,,,,,,,,ES,
1173,Spodoptera littoralis nucleopolyhedrovirus (SpliNPV),No CAS allocated,Approved,1/6/2013,31/10/2025,"Dossier complete 07/669/EC, Reg. (EU) 2018/155, Reg. (EU) 2023/918, Reg. (EU) No 367/2013",,EE,FR,EFSA,Reg. (EU) No 588/2014,,,,,EFSA 2012,,,EFSA 2012,,,EFSA 2012,,,,,,,,,"BG, ES, FR, IT, MT, PT",IN
1530,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,No unique CAS,Approved,1/9/2022,30/08/2037," Reg. (EU) 2022/708, 2008/127, Reg (EU) 2022/1251, Reg. (EU) 2017/195, Reg. (EU) 2021/745, Reg. (EU) No 540/2011, Reg. (EU) No 918/2014, Reg. (EU)2020/1160","<p>See final Renewal Report of May 2022 for information about individual substances inside the group :</p><p><span style=""color: rgb(64, 64, 64);"">(E,Z)-2,13-Octadecadien-1-yl acetate (SCLP Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E,E)-7,9-Dodecadien-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(Z,E)-7,11-Hexadecadien-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(Z,Z)-7,11-Hexadecadien-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E,E)-8,10-Dodecadien-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E)-8-Dodecen-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(Z)-11-Tetradecen-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(Z)-8-Dodecen-1-yl acetate (SCLP - Actetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(Z)-9-Dodecen-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(Z)-9-Tetradecen-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">Dodecyl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E,Z,Z)-3,8,11-Tetradecatrien-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E,Z)-3,8-Tetradecadien-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(Z)-8-Tetradecen-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">n-Tetradecylacetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E,Z)-7,9-Dodecadien-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E)-5-Decen-1-yl acetate (SCLP - Acetates)</span></p><p><span style=""color: rgb(64, 64, 64);"">(E,Z)-3,13-Octadecadien-1-yl acetate (SCLP - Acetates)</span></p>",IT,FR,EFSA,Reg. (EU) 2023/1719,,,Yes,,Dir 08/127,,,Dir 08/127,,,Dir 08/127,,,,,,,,,"FR, SK",AT
1528,Straight Chain Lepidopteran Pheromones (SCLPs) - Alcohols,No unique CAS,Approved,1/9/2022,30/08/2037," Reg. (EU) 2022/708, 2008/127, Reg. (EU) 2017/195, Reg. (EU) 2021/745, Reg. (EU) 2022/1251, Reg. (EU) No 540/2011, Reg. (EU) No 918/2014, Reg. (EU)2020/1160","<p>See SCLP final Renewal Report of May 2022 for information about individual substances inside the group :</p><p>(E)-5-Decen-1-ol (SCLP - Alcohols)</p><p>(E,E)-8,10-Dodecadien-1-ol (SCLP - Alcohols)</p><p>(Z)-11-Hexadecen-1-ol (SCLP - Alcohols)</p><p>(Z)-8-Dodecen-1-ol (SCLP - Alcohols)</p><p>Dodecan-1-ol (SCLP - Alcohols)</p><p>(Z)-8-Tetradecen-1-ol (SCLP - Alcohols)</p><p>Tetradecan-1-ol (SCLP - Alcohols)</p><p>(Z)-9-Tetradecen-1-ol (SCLP - Alcohols)</p>",IT,FR,EFSA,Reg. (EU) 2023/1719,,,,,Dir 08/127,,,Dir 08/127,,,Dir 08/127,,,,,,,,,"FR, SK",AT
1529,Straight Chain Lepidopteran Pheromones (SCLPs) - Aldehydes,No unique CAS,Approved,1/9/2022,30/08/2037," Reg. (EU) 2022/708, 2008/127, Reg. (EU) 2017/195, Reg. (EU) 2021/745, Reg. (EU) 2022/1251, Reg. (EU) No 540/2011, Reg. (EU) No 918/2014, Reg. (EU)2020/1160",<p>See final Renewal Report of May 2022 for information about individual substances inside the group :</p><p>(Z)-9-Hexadecenal (SCLP - Aldehydes) &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>(Z)-11-Hexadecenal (SCLP - Aldehydes)&nbsp;&nbsp;&nbsp;</p><p>(Z)-13-Octadecenal (SCLP - Aldehydes)&nbsp;&nbsp;&nbsp;&nbsp;</p><p>(Z)-7-Tetradecenal (SCLP - Aldehydes)</p>,,,EFSA,Reg. (EU) 2023/1719,,,,,Dir 08/127,,,Dir 08/127,,,Dir 08/127,,,,,,,,,FR,AT
1081,Streptomyces lydicus strain WYEC 108,No CAS allocated,Approved,1/1/2015,31/12/2025,"Dossier complete (2011/253/EU), Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) No 917/2014",,NL,DE,EFSA,,,,,,EFSA 2013,,,EFSA 2013,,,EFSA 2013,,,,,,,,,,
1411,Streptomyces strain K61 (formerly S. griseoviridis),No CAS allocated,Approved,1/7/2021,30/06/2036,"2008/113, Commission Implementing Regulation (EU) 2021/853, Reg. (EU) 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: EE</p><p>Co-RMS responsible for the last approval: FR</p>,EE,FR,EFSA,Reg. (EU) 2016/805,,,,Not Applicable,EFSA 2012,Not set due to insufficient data,Not Applicable,EFSA 2012,Not set due to insufficient data,Not Applicable,EFSA 2012,Not set due to insufficient data,,,,,,,,"BE, CY, DK, EE, FI, HU, IE, IT, LT, LV, NL, SE",
1175,Streptomycin,57-92-1,Not approved,,,2004/129/EC,,,,,Reg. (EU) 2017/623,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,BA
1176,Strychnine,57-24-9,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,RO
1206,Sucrose,57-50-1,Approved,,,Reg. (EU) No 916/2014,,,,,Reg. (EU) 2015/896,,Yes,,, Reg. (EU) No 916/2014,,, Reg. (EU) No 916/2014,,, Reg. (EU) No 916/2014,,,,,,,,,,
1177,Sulcotrione,99105-77-8,Approved,1/9/2009,30/11/2026,"2008/125, Reg. (EU) 2017/195, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) No 540/2011",,DE,ES,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/1822",low ADI / ARfD / AOEL,,,0.0004 mg/kg bw/day,EFSA 08,,,EFSA 08,,0.0006 mg/kg bw/day,Dir 08/125,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 2 - H361d, STOT RE 2 - H373, Skin Sens. 1A - H317","BE, BG, CZ, DE, EL, ES, FR, HR, HU, IT, MT, NL, PL, PT, RO, SK",HB
673,Sulfentrazone,122836-35-5,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,HB
1412,Sulfosulfuron,141776-32-1,Approved,1/1/2016,31/12/2030,"02/48/EC, 2010/77/EU, Reg. (EU) 2015/1154, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: SE</p><p>Co-RMS responsible for the last approval: IE</p>,IE,SE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) No 617/2014",,,,0.24 mg/kg bw/day,EFSA 2014,,,EFSA 2014,,0.4 mg/kg bw/day,EFSA 2014,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","BE, CZ, EE, ES, FI, FR, HU, IE, IT, LV, PL, SK",
1179,Sulfotep,3689-24-5,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,"AC,IN"
1058,Sulfoxaflor,946578-00-3,Approved,18/08/2015,18/08/2025,"Reg. (EU) 2015/1295, Reg. (EU) 2022/686, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: IE</p><p>Co-RMS responsible for the last approval: CZ</p>,AT,ES,EFSA,"Reg. (EU) 2016/1, Reg. (EU) 2017/405, Reg. (EU) 2018/832",,,,0.04 mg/kg bw/day, Reg. (EU) 2015/1295,,0.25 mg/kg bw, Reg. (EU) 2015/1295,,0.06 mg/kg bw/day, Reg. (EU) 2015/1295,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, DE, EL, ES, HR, HU, IE, IT, LU, NL, PL, PT, RO, SI, SK",
1180,Sulfuryl fluoride,2699-79-8,Approved,1/11/2010,31/01/2027,"2010/38/EU, Reg. (EU) 2017/270, Reg. (EU) 2018/184, Reg. (EU) 2023/1757, Reg. (EU) 540/2011",,AT,,EFSA,"Reg. (EC) No 839/2008, Reg. (EU) 2022/1321",,,,,,,,,,,,,,,,,,,,"AT, BE, DE, EL, ES, FR, IE, IT, NL, PL, PT, SI",IN
1028,Sulphur,No CAS allocated,Approved,1/1/2010,31/07/2026,"2009/70, Reg. (EU) 2020/1511, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) 2025/99, Reg. (EU) No 540/2011",,FR,SI,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010",,,,,EFSA 08,,,EFSA 08,,,EFSA 08,,,,,,,,Skin Irrit. 2 - H315,"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FR, HR, HU, IE, IT, LU, MT, NL, NO, PL, PT, RO, SE, SI, SK",
1181,Sulphuric acid,7664-93-9,Not approved,,,2008/937,<p>Substance fulfilling criteria Annex VII Reg. 2229/2004</p>,,,,Reg. (EU) No 1146/2014,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,Skin Corr. 1A - H314,,HB
1182,Sulprofos,35400-43-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
45,Sunflower oil,No CAS allocated,Approved,,,"2007/442, Reg. (EU) 2016/1978",<p>Plant extract</p>,,,,Regulation (EU) 2017/1016,,Yes,,,,,,,,,,,,,,,,,,,
1234,"Swinglea glutinosa, ext.",No CAS allocated,Pending,,,,"<p>Admissible application for Swinglea glutinosa, ext. according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 14-01-2020</p>",NL,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,FU
777,TCA,76-03-9,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Corr. 1A - H314",,HB
778,TCMTB,21564-17-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
685,Tagetes oil,No CAS allocated,Not approved,,,Dossier complete 2010/164/EU,,,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,"AC,IN"
1419,Talc E553B,14807-96-6,Approved,,,Reg (EU) 2018/691,,,,,Reg. (EU) 2018/1514,,Yes,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
875,Tanacetum vulgare L.,No CAS allocated,Not approved,,,Reg. (EU) 2015/2083,"<p>Application as a basic substance, made on 26 April 2013, resulted in the non approval as a basic substance.</p>",,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
775,Tar acids,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Carc. 1B - H350, Muta. 1B - H340",,IN
776,Tar oils,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,"HB,IN"
779,Tebuconazole,107534-96-3,Approved,1/9/2009,15/08/2026,"2008/125, Reg. (EU) 2019/707, Reg. (EU) 2020/1160, Reg. (EU) 2021/745, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) No 540/2011, Reg. (EU) No 921/2014",<p>The original RMS was UK.</p>,DK,,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2016/1, Reg. (EU) 2016/1003, Reg. (EU) 2017/626, Reg. (EU) 2018/1514, Reg. (EU) No 500/2013, Reg. (EU) No 524/2011 , Reg. (EU) No 61/2014, Reg. (EU) No 750/2010, Regulation (EU) 2015/401",two PBT criteria,,,0.03 mg/kg bw/day,EFSA 08,,0.03 mg/kg bw,EFSA 08,,0.03 mg/kg bw/day,Dir 08/125,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 2 - H361d","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
780,Tebufenozide,112410-23-8,Approved,1/6/2011,31/01/2027,"2011/60/EU, Reg. (EU) 2018/1266, Reg. (EU) 2020/2007, Reg. (EU) 2024/1206, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008.</a></p>",ES,DE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2019/973, Reg. (EU) 2021/1807, Reg. (EU) No 893/2010",,,,0.02 mg/kg bw/day,ESFA 10,,,ESFA 10,,0.008 mg/kg bw/day,ESFA 10,,,,,,,,Aquatic Chronic 2 - H411,"AT, BE, BG, CZ, DE, EL, ES, FR, HR, HU, IT, LU, PL, PT, RO, SI, SK",IN
1374,Tebufenpyrad,119168-77-3,Approved,1/11/2009,31/01/2027,"2009/11, Reg. (EU) 2022/1480, Reg. (EU) 2023/1757, Reg. (EU) No 540/2011","<p>Extension of the approval period: <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1504172726994&uri=CELEX:32017R0555"" rel=""noopener noreferrer"" target=""_blank"">Reg. (EU) 2017/555</a></p>",FR,BE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1, Reg. (EU) 2017/693, Reg. (EU) 2024/2609, Reg. (EU) No 34/2013",two PBT criteria,,,0.01 mg/kg bw/day,Dir 09/11,,0.02 mg/kg bw,Dir 09/11,,0.01 mg/kg bw/day,Dir 09/11,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373, Skin Sens. 1B - H317","BE, BG, CY, CZ, EL, ES, FR, HR, HU, IT, LU, NL, PL, PT, RO, SI",AC
781,Tebutam (aka butam),35256-85-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
