,PREFERRED NAME,CASRN,use,SMILES,alogp
2849,"Sodium 1,4-diisobutyl sulfo succinate",127-39-9,"Insecticide,Soap or Surfactant",CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-],0.6887000000000001
2851,"Sodium 2-(2,4,5-trichlorophenoxy)ethyl sulfate",3570-61-4,Herbicide,O=S(=O)([O-])OCCOc1cc(Cl)c(Cl)cc1Cl,2.5024000000000006
2852,Sodium 2-ethylhexanoate,19766-89-3,"Fungicide,Microbiocide",CCCCC(CC)C(=O)[O-],0.9526999999999999
2853,Sodium 2-naphthalenesulfonate,532-02-5,"Fungicide,Insecticide,Microbiocide",O=S(=O)([O-])c1ccc2ccccc2c1,1.7439000000000002
2854,"Sodium 2,2'-methylenebis(4-chlorophenate)",10254-48-5,"Fungicide,Insecticide,Microbiocide",Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,3.9954000000000023
2855,"Sodium 4-(2,4-dichlorophenoxy)butyrate",10433-59-7,Herbicide,O=C([O-])CCCOc1ccc(Cl)cc1Cl,1.9022999999999992
2856,Sodium acetate,127-09-3,"Fungicide,Microbiocide,pH Adjustment",CC(=O)[O-],-1.2438
2864,Sodium benzene sulfonate,515-42-4,"Adjuvant,Fungicide,Insecticide,Microbiocide",O=S(=O)([O-])c1ccccc1,0.5907000000000002
2865,Sodium benzoate,532-32-1,"Fungicide,Insecticide",O=C([O-])c1ccccc1,0.05009999999999992
2871,Sodium butyl naphthalene sulfonate,25638-17-9,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCc1ccc2ccccc2c1S(=O)(=O)[O-],3.086500000000002
2872,Sodium cacodylate,"124-65-2, 59164-68-0","Defoliant,Herbicide,Rodenticide",C[As](C)(=O)[O-],-0.5210000000000001
2877,Sodium chloroacetate,3926-62-3,Herbicide,O=C([O-])CCl,-1.0249000000000001
2878,Sodium cresolate,34689-46-8,Microbiocide,Cc1ccccc1[O-],1.06862
2881,Sodium dibutyl naphthalene sulfonate,25417-20-3,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCc1ccc2c(S(=O)(=O)[O-])cc(CCCC)cc2c1,4.4291000000000045
2882,Sodium dichloro-s-triazinetrione,2893-78-9,"Microbiocide,Water Treatment",O=c1[n-]c(=O)n(Cl)c(=O)n1Cl,-1.6687999999999998
2887,Sodium diisopropyl naphthalene sulfonate,1322-93-6,"Adjuvant,Fungicide,Insecticide,Microbiocide",CC(C)c1ccc2c(C(C)C)cc(S(=O)(=O)[O-])cc2c1,3.990700000000003
2888,Sodium dimethyl dithio carbamate,128-04-1,Fungicide,CN(C)C(=S)[S-],0.37979999999999997
2894,Sodium formaldehyde sulfoxylate,149-44-0,"Fungicide,Microbiocide",O=S([O-])CO,-1.1846999999999999
2895,Sodium glycolate65,2836-32-0,Microbiocide,O=C([O-])CO,-2.2714000000000003
2901,Sodium laurate,629-25-4,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCCCCC(=O)[O-],2.6572000000000005
2902,Sodium lauryl sulfate,151-21-3,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCCCCCOS(=O)(=O)[O-],3.384100000000002
2908,Sodium methyl naphthalene sulfonate,26264-58-4,"Adjuvant,Fungicide,Insecticide,Microbiocide",Cc1ccc2ccccc2c1S(=O)(=O)[O-],2.05232
2915,Sodium naphthalene sulfonate,1321-69-3,"Adjuvant,Fungicide,Insecticide,Microbiocide",O=S(=O)([O-])c1cccc2ccccc12,1.7439000000000002
2919,Sodium nonanoyloxybenzene sulfonate,"91129-43-8, 91125-43-8","Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCC(=O)Oc1ccccc1S(=O)(=O)[O-],3.2467000000000015
2922,Sodium p-chloro-m-cresolate,15733-22-9,Microbiocide,Cc1cc([O-])ccc1Cl,1.7220199999999999
2924,Sodium para-tert-amylphenate,31366-95-7,"Fungicide,Microbiocide",CCC(C)(C)c1ccc([O-])cc1,2.447800000000001
2925,Sodium para-tert-butylphenate,5787-50-8,Microbiocide,CC(C)(C)c1ccc([O-])cc1,2.0577
2929,Sodium peroxide (Na2(O2)),1313-60-6,"Fungicide,Herbicide,Microbiocide,Rodenticide",[O-][O-],-2.378
2931,Sodium phenate,139-02-6,Microbiocide,[O-]c1ccccc1,0.7601999999999999
2935,Sodium propionate,137-40-6,"Microbiocide,Preservative",CCC(=O)[O-],-0.8537000000000001
2936,Sodium pyrithione,"3811-73-2, 15922-78-8",Microbiocide,[O-]n1ccccc1=S,1.5634899999999998
2938,Sodium salicylanilide,2593-10-4,Fungicide,NC(=O)c1ccccc1[O-],-0.14090000000000025
2950,Sodium toluene sulfonate,12068-03-0,"Fungicide,Microbiocide",Cc1ccc(S(=O)(=O)[O-])cc1,0.8991200000000001
2951,Sodium tribromophenoxide,2666-53-7,Fungicide,[O-]c1c(Br)cc(Br)cc1Br,3.0477
2956,Solan,2307-68-8,Herbicide,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,4.023120000000003
2958,Sophamide,37032-15-8,Insecticide,COCNC(=O)CS[P](=S)(OC)OC,0.9569999999999996
2959,Sorbic acid,110-44-1,Fungicide,C/C=C/C=C/C(O)=O,1.2033
2962,Spirodiclofen,148477-71-8,Insecticide,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)c3ccc(Cl)cc3Cl,5.943600000000005
2963,Spiromesifen,283594-90-1,Insecticide,Cc1cc(C)c(c(C)c1)C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O,5.171960000000005
2965,Spiroxamine,118134-30-8,Fungicide,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,4.066300000000004
2971,Stearyl imidazoline,95-19-2,Microbiocide,CCCCCCCCCCCCCCCCCC1=NCCN1CCO,5.954300000000007
2980,Strobane,8001-50-1,Insecticide,CC1(C)C(=C)[C@]2(Cl)C(Cl)[C@@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,5.506400000000001
2982,Strychnine,57-24-9,"Avicide,Rodenticide",O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,2.0924999999999994
2985,Sulcotrione,99105-77-8,Herbicide,C[S](=O)(=O)c1ccc(c(Cl)c1)C(=O)C2C(=O)CCCC2=O,1.8645000000000003
2986,Sulfallate,95-06-7,Herbicide,CCN(CC)C(=S)SCC(Cl)=C,3.0988000000000016
2988,Sulfentrazone,122836-35-5,Herbicide,CC1=NN(C(=O)N1C(F)F)c2cc(N[S](C)(=O)=O)c(Cl)cc2Cl,2.41582
2989,Sulfluramid,4151-50-2,Insecticide,CCN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.892600000000002
2990,Sulfometuron,74223-56-6,Herbicide,Cc1cc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(O)=O)n1,1.3020399999999999
2991,Sulfometuron methyl,"74222-97-2, 78794-09-9",Herbicide,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2,1.39044
2993,Sulfosulfuron,141776-32-1,Herbicide,CC[S](=O)(=O)c1nc2ccccn2c1[S](=O)(=O)NC(=O)Nc3nc(OC)cc(OC)n3,0.4454999999999994
2994,Sulfotep,3689-24-5,Insecticide,CCO[P](=S)(OCC)O[P](=S)(OCC)OCC,3.5980000000000025
2996,Sulfoxide,120-62-7,"Insecticide,Synergist",CCCCCCCC[S](=O)C(C)Cc1ccc2OCOc2c1,4.455500000000004
2999,Sulglycapin,51068-60-1,Herbicide,CN[S](=O)(=O)OCC(=O)N1CCCCCC1,-0.13019999999999987
3000,Sulprofos,35400-43-2,Insecticide,CCCS[P](=S)(OCC)Oc1ccc(SC)cc1,5.191500000000004
3009,Tau-fluvalinate,"69409-94-5, 102851-06-9",Insecticide,CC(C)[C@@H](Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,7.395680000000005
3010,TCMTB,21564-17-0,"Fungicide,Microbiocide",N#CSCSc1sc2ccccc2n1,3.5601800000000017
3011,Tebuconazole,"107534-96-3, 80443-41-0",Fungicide,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn2cncn2,3.3415000000000017
3012,Tebufenpyrad,119168-77-3,Insecticide,CCc1nn(C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl,3.863400000000003
3013,Tebuthiuron,34014-18-1,Herbicide,CNC(=O)N(C)c1sc(nn1)C(C)(C)C,1.6112
3014,Tecnazene,117-18-0,"Fungicide,Plant Growth Regulator",[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,4.2084
3015,Teflubenzuron,83121-18-0,Insecticide,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,4.511700000000001
3016,Tefluthrin,79538-32-2,Insecticide,Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F,5.551820000000002
3018,Temephos,3383-96-8,Insecticide,CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,5.630000000000004
3019,TEPP,107-49-3,Insecticide,CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,3.3652000000000024
3022,Terbacil,5902-51-2,Herbicide,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,1.25342
3023,Terbufos,13071-79-9,"Insecticide,Nematicide",CCO[P](=S)(OCC)SCSC(C)(C)C,4.506300000000004
3024,Terbumeton,33693-04-8,Herbicide,CCNc1nc(NC(C)(C)C)nc(OC)n1,1.5223999999999998
3025,Terbuthylazine,5915-41-3,"Algaecide,Herbicide,Microbiocide",CCNc1nc(Cl)nc(NC(C)(C)C)n1,2.1672000000000002
3026,Terbutol,1918-11-2,Herbicide,CNC(=O)Oc1c(cc(C)cc1C(C)(C)C)C(C)(C)C,4.308220000000004
3027,Terbutryn,886-50-0,Herbicide,CCNc1nc(NC(C)(C)C)nc(SC)n1,2.2356999999999996
3029,Terpineols,"138-87-4, 586-81-2, 8000-41-7",Microbiocide,CC1=CCC(CC1)C(C)(C)O,2.5037000000000007
3031,Etridiazole,2593-15-9,Fungicide,CCOc1snc(n1)C(Cl)(Cl)Cl,2.7635000000000014
3032,tert-Butyl hydroperoxide,75-91-2,Microbiocide,CC(C)(C)OO,1.2745
3035,Tetrachlorophenol,25167-83-3,"Fungicide,Wood Preservative",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,4.0058
3042,"Tetrachlorvinphos, Z-isomer",22248-79-9,Insecticide,CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,5.6015000000000015
3043,Tetraconazole,112281-77-3,Fungicide,FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,4.2432000000000025
3045,Tetradecyl dimethyl benzyl ammonium chloride,139-08-2,"Algaecide,Microbiocide",CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,6.964100000000008
3047,Tetradifon,116-29-0,Insecticide,Clc1ccc(cc1)[S](=O)(=O)c2cc(Cl)c(Cl)cc2Cl,5.133000000000001
3048,Tetrafluoron,27954-37-6,Herbicide,CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,3.016800000000001
3051,"Tetrahydrofurfuryl 2,4-dichlorophenoxyacetate",15146-99-3,Herbicide,Clc1ccc(OCC(=O)OCC2CCCO2)c(Cl)c1,3.094400000000001
3053,Tetramethrin,"7696-12-0, 1166-46-7",Insecticide,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,2.964900000000002
3056,Tetrasul,2227-13-6,Insecticide,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,6.451400000000001
3058,Thanite,115-31-1,Insecticide,CC1(C)[C@@H]2CC[C@]1(C)[C@H](C2)OC(=O)CSC#N,2.958680000000001
3059,Thenylchlor,96491-05-3,Herbicide,COc1ccsc1CN(C(=O)CCl)c2c(C)cccc2C,4.145540000000003
3060,Thiabendazole,148-79-8,Fungicide,[nH]1c2ccccc2nc1c3cscn3,2.686400000000001
3062,Thiacloprid,111988-49-9,Insecticide,Clc1ccc(CN2CCSC2=NC#N)cn1,2.1208799999999997
3063,Thiamethoxam,153719-23-4,Insecticide,CN1COCN(Cc2sc(Cl)nc2)/C1=N/[N+]([O-])=O,1.0232
3064,Thiazafluron,25366-23-8,Herbicide,CNC(=O)N(C)c1sc(nn1)C(F)(F)F,1.3325
3065,Thiazopyr,117718-60-2,Herbicide,COC(=O)c1c(CC(C)C)c(C2=NCCS2)c(nc1C(F)F)C(F)(F)F,4.516500000000003
3068,Thifensulfuron,79277-67-1,"Breakdown product,Herbicide",COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccsc2C(O)=O)n1,0.45871999999999985
3069,Thifensulfuron-methyl,"79277-27-3, 79227-27-3",Herbicide,COC(=O)c1sccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,0.5471199999999999
3070,Thifluzamide,130000-40-7,Fungicide,Cc1sc(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)c(n1)C(F)(F)F,6.146220000000002
3071,Thiobencarb,28249-77-6,Herbicide,CCN(CC)C(=O)SCc1ccc(Cl)cc1,4.035000000000004
3072,Thiocyclam,31895-21-3,Insecticide,CN(C)C1CSSSC1,1.9597999999999998
3073,Thiodicarb,59669-26-0,"Insecticide,Molluscicide",CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,3.079200000000002
3074,Thiofanox,39196-18-4,Insecticide,CNC(=O)O\N=C(\CSC)C(C)(C)C,2.1075
3075,Thiometon,640-15-3,Insecticide,CCSCCS[P](=S)(OC)OC,2.990000000000001
3076,Thionazin,297-97-2,Insecticide,CCO[P](=S)(OCC)Oc1cnccn1,2.1529
3077,"Thionazin, O-analog",7359-55-9,"Breakdown product,Insecticide",CCO[P](=O)(OCC)Oc1cnccn1,2.0365
3078,Thiophanate,23564-06-9,Fungicide,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,2.572400000000001
3079,Thiophanate-methyl,23564-05-8,Fungicide,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.7921999999999998
3080,Thiosultap,98968-92-4,Insecticide,CN(C)C(CSS(=O)(=O)[O-])CSS(=O)(=O)[O-],-0.6965999999999994
3081,Thiourea,62-56-6,"Impurity,Rodenticide",NC(N)=S,-0.8113000000000001
3082,Thiram,137-26-8,Fungicide,CN(C)C(=S)SSC(=S)N(C)C,2.0608
3088,Thymol,89-83-8,"Insecticide,Microbiocide",CC(C)c1ccc(C)cc1O,2.824020000000002
3089,Tiocarbazil,36756-79-3,Herbicide,CCC(C)N(C(C)CC)C(=O)SCc1ccccc1,4.938800000000005
3093,Tolclofos-methyl,57018-04-9,Fungicide,CO[P](=S)(OC)Oc1c(Cl)cc(C)cc1Cl,4.197920000000002
3094,Tolnaftate,2398-96-1,Fungicide,CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3,4.948320000000003
3095,Toluene sulfonic acid,104-15-4,"Fungicide,Microbiocide",Cc1ccc(cc1)[S](O)(=O)=O,1.24172
3096,Tolylfluanid,731-27-1,"Fungicide,Insecticide",CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,3.314420000000002
3099,Toxaphene,8001-35-2,Insecticide,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,5.377700000000002
3103,"Trans-1,2-bis (n-propylsulfonyl) ethene",1113-14-0,"Fungicide,Microbiocide",CCC[S](=O)(=O)\C=C/[S](=O)(=O)CCC,1.1072000000000002
3104,trans-Cinnamaldehyde,14371-10-9,"Dog and Cat Repellent,Insect Repellent,Insecticide",O=C/C=C/c1ccccc1,1.8987
3105,trans-Diallate,17708-58-6,Herbicide,CC(C)N(C(C)C)C(=O)SC\C(Cl)=C/Cl,4.277400000000004
3106,trans-Nonachlor,39765-80-5,Insecticide,ClC1C(Cl)C2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,5.9001
3107,Transfluthrin,118712-89-3,Insecticide,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2c(F)c(F)cc(F)c2F,4.877400000000002
3108,Tri-n-butyl tetradecyl phosphonium chloride,81741-28-8,Microbiocide,CCCCCCCCCCCCC(CCCC)C([PH3+])(CCCC)CCCC,9.830399999999996
3109,Triadimefon,43121-43-3,Fungicide,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,3.1243000000000016
3110,Triadimenol,55219-65-3,"Breakdown product,Fungicide",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,2.916100000000001
3111,Triallate,2303-17-5,Herbicide,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,4.843900000000003
3112,Triamiphos,1031-47-6,"Fungicide,Insecticide",CN(C)[P](=O)(N(C)C)n1nc(nc1N)c2ccccc2,1.6066999999999994
3113,Triarimol,26766-27-8,Fungicide,OC(c1ccccc1)(c2cncnc2)c3ccc(Cl)cc3Cl,4.067600000000002
3114,Triasulfuron,82097-50-5,Herbicide,COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2OCCCl)n1,1.3166199999999995
3115,Triazamate,112143-82-5,Insecticide,CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C,1.7605
3116,Triazbutil,16227-10-4,Fungicide,CCCCn1cnnc1,1.0781999999999998
3118,Triazofos,24017-47-8,Insecticide,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,2.9436000000000018
3119,Triazoxide,72459-58-6,Fungicide,[O-][n+]1nc(nc2ccc(Cl)cc12)n3ccnc3,1.1022999999999996
3120,Tribenuron,106040-48-6,Herbicide,COc1nc(C)nc(n1)N(C)C(=O)N[S](=O)(=O)c2ccccc2C(O)=O,0.4215199999999997
3121,Tribenuron methyl,101200-48-0,Herbicide,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)N(C)c2nc(C)nc(OC)n2,0.5099199999999997
3122,Tribromophenol,118-79-6,Fungicide,Oc1c(Br)cc(Br)cc1Br,3.6797000000000004
3123,Tribromsalan,87-10-5,Microbiocide,Oc1c(Br)cc(Br)cc1C(=O)Nc2ccc(Br)cc2,4.932000000000001
3142,Tricamba,2307-49-5,Herbicide,COc1c(Cl)cc(Cl)c(Cl)c1C(O)=O,3.353600000000001
3143,Trichlamide,70193-21-4,Fungicide,CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,3.635000000000003
3144,Trichlorfon,52-68-6,Insecticide,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,2.1609000000000003
3145,Trichloro melamine,7673-09-8,Microbiocide,ClNc1nc(NCl)nc(NCl)n1,1.5686999999999998
3146,Trichloro-s-triazinetrione,87-90-1,"Microbiocide,Water Treatment",ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-0.8226000000000001
3147,Trichloroacetic acid,76-03-9,"Breakdown product,Herbicide",OC(=O)C(Cl)(Cl)Cl,1.4412
3148,"Trichloroacetic acid, sodium salt",650-51-1,Herbicide,O=C([O-])C(Cl)(Cl)Cl,0.10649999999999982
3149,Trichloronat,327-98-0,Insecticide,CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,5.391500000000002
3161,Triclocarban,101-20-2,Fungicide,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,5.290800000000002
3162,Triclopyr,55335-06-3,Herbicide,OC(=O)COc1nc(Cl)c(Cl)cc1Cl,2.5052000000000003
3163,Triclopyr ethyl ester,60825-27-6,Herbicide,CCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,2.9837000000000016
3164,"Triclopyr, butoxyethyl ester",64700-56-7,Herbicide,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,3.7805000000000026
3166,Triclosan,3380-34-5,Microbiocide,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,5.144700000000002
3168,Tricyclazole,41814-78-2,Fungicide,Cc1cccc2sc3nncn3c12,2.25242
3170,Tridemorph,"24602-86-6, 81412-43-3",Fungicide,CCCCCCCCCCCCCN1CC(C)OC(C)C1,5.406600000000005
3171,Tridiphane,58138-08-2,Herbicide,Clc1cc(Cl)cc(c1)C2(CO2)CC(Cl)(Cl)Cl,4.979200000000001
3172,Trietazine,1912-26-1,Herbicide,CCNc1nc(Cl)nc(n1)N(CC)CC,1.803
3174,Triethanolamine,102-71-6,"Adjuvant,Insecticide,Microbiocide",OCCN(CCO)CCO,-1.734699999999999
3190,Triethylene glycol,112-27-6,"Adjuvant,Microbiocide",OCCOCCOCCO,-0.9958000000000002
3191,Trifenmorph,1420-06-0,Molluscicide,C1CN(CCO1)C(c2ccccc2)(c3ccccc3)c4ccccc4,4.310700000000003
3192,Trifloxystrobin,141517-21-7,Fungicide,CO\N=C(C(=O)OC)\c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F,4.169700000000003
3194,Trifloxysulfuron-sodium,"290332-10-4, 199119-58-9",Herbicide,COc1cc(OC)nc(NC(=O)N=S(=O)([O-])c2ncccc2OCC(F)(F)F)n1,2.0193
3195,Triflumizole,"68694-11-1, 99387-89-0",Fungicide,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,4.560200000000004
3196,Triflumuron,64628-44-0,Insecticide,FC(F)(F)Oc1ccc(NC(=O)NC(=O)c2ccccc2Cl)cc1,4.200500000000002
3197,Trifluralin,1582-09-8,Herbicide,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.148200000000004
3198,Triflusulfuron-methyl,126535-15-7,Herbicide,COC(=O)c1cccc(C)c1[S](=O)(=O)NC(=O)Nc2nc(OCC(F)(F)F)nc(n2)N(C)C,1.4841199999999997
3199,Trifop,58594-74-4,Herbicide,CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(O)=O,4.349600000000002
3201,Triforine,"26644-46-2, 37273-84-0","Fungicide,Insecticide",ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,1.4885999999999997
3202,Trimethacarb mixture,12407-86-2,"Dog and Cat Repellent,Insecticide,Molluscicide",CNC(=O)Oc1cc(C)cc(C)c1C,2.3300600000000005
3203,"Trimethacarb, (2,3,5)- component of",2655-15-4,"Insecticide,Molluscicide",CNC(=O)Oc1cc(C)cc(C)c1C,2.3300600000000005
3204,"Trimethacarb, (3,4,5)- component of",2686-99-9,"Insecticide,Molluscicide",CNC(=O)Oc1cc(C)c(C)c(C)c1,2.3300600000000005
3205,Trimethoxybenzene,135-77-3,"Dog and Cat Repellent,Insect Repellent,Insecticide",COc1ccc(OC)c(OC)c1,1.7124
3207,Trimeturon,3050-27-9,Herbicide,COC(=Nc1ccc(Cl)cc1)N(C)C,2.5355000000000008
3209,Trioxymethylene,110-88-3,"Fungicide,Microbiocide",C1OCOCO1,-0.07769999999999999
3215,Tris (hydroxymethyl) nitromethane,126-11-4,Microbiocide,OCC(CO)(CO)[N+]([O-])=O,-2.0211999999999994
3218,Triticonazole,131983-72-7,Fungicide,CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn3cncn3,3.566200000000003
3219,Tritosulfuron,142469-14-5,Herbicide,COc1nc(NC(=O)N[S](=O)(=O)c2ccccc2C(F)(F)F)nc(n1)C(F)(F)F,2.4282000000000004
3220,"Trysben (2,3,6-Trichlorobenzoic acid)",50-31-7,Herbicide,OC(=O)c1c(Cl)ccc(Cl)c1Cl,3.3450000000000006
3230,Validamycin,"37248-47-8, 50642-14-3",Fungicide,OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,-6.7526999999999875
3231,Vamidothion,2275-23-2,Insecticide,CNC(=O)CCSCCS[P](=O)(OC)OC,1.9898
3232,Vancide 30-R,6385-58-6,Microbiocide,[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-],4.598600000000001
3234,Vernolate,1929-77-7,Herbicide,CCCSC(=O)N(CCC)CCC,3.3716000000000026
3239,Vinclozolin,50471-44-8,Fungicide,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,3.4213000000000022
3241,Warfarin,81-81-2,"Drug,Rodenticide",CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,3.609600000000002
3242,"Warfarin, sodium salt",129-06-6,Rodenticide,CC(=O)CC(c1ccccc1)[c-]1c(=O)oc2ccccc2c1=O,2.983100000000001
3245,Xanthine,69-89-6,"Bait,Insecticide",O=C1NC(=O)c2[nH]cnc2N1,-1.0605000000000004
3248,XMC,2655-14-3,Insecticide,CNC(=O)Oc1cc(C)cc(C)c1,2.02164
3249,Xylachlor,63114-77-2,Herbicide,CC(C)N(C(=O)CCl)c1cccc(C)c1C,3.283640000000002
3250,Xylene,1330-20-7,"Microbiocide,Solvent",Cc1cccc(C)c1,2.30344
3251,Xylylcarb,2425-10-7,Insecticide,CNC(=O)Oc1ccc(C)c(C)c1,2.02164
3252,(Z)-Mevinphos,338-45-4,Insecticide,COC(=O)/C=C(/C)O[P](=O)(OC)OC,1.4807
3276,Zoxamide,156052-68-5,Fungicide,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,4.008220000000003
3298,Capsaicin II,2444-46-4,Insecticide,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,3.7676000000000025
3299,Dimethyltetradecyl [3-(trimethoxysilyl)propyl]ammonium chloride,41591-87-1,Microbiocide,CCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,6.032100000000006
3301,"1-Chloro-5,5-dimethylhydantoin",6921-17-1,Fungicide,CC1(C)N(Cl)C(=O)NC1=O,0.4706
3304,Octadecyldimethyl trihydroxysilyl propyl  ammonium chloride,199111-50-7,Microbiocide,CCCCCCCCCCCCCCCCCCCCC[N+](C)(C)[Si](O)(O)O,5.907100000000008
3310,Metrafenone,220899-03-6,Fungicide,COc1ccc(Br)c(C)c1C(=O)c2c(C)cc(OC)c(OC)c2OC,4.331340000000004
3346,"2,4-dichlorophenyl methanesulfonate",3687-13-6,Nematicide,C[S](=O)(=O)Oc1ccc(Cl)cc1Cl,2.3318000000000003
3347,Caffeine hydrochloride,5892-18-2,Molluscicide,Cn1c2c(c(=O)n(C)c1=O)[NH+](C)C=N2,-2.0963999999999974
3351,Diethatyl,38725-95-0,Herbicide,CCc1cccc(CC)c1N(CC(O)=O)C(=O)CCl,2.4678000000000004
3354,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropane carboxylic acid, 2,3-Dihydro-4-phenyl-1H-inden-2-yl ester",78383-23-0,Insecticide,CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC2Cc3cccc(c3C2)c4ccccc4,6.3212000000000055
3355,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid cis-(6,7-dihydro-5H-dibenzo[a,c]cyclohepten-4-yl",90011-75-9,Insecticide,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OCc2cccc3c2CCCc4ccccc34,6.842700000000006
