,PREFERRED NAME,CASRN,use,SMILES,mw,nheavy,alogp
1676,Sodium tribromophenoxide,2666-53-7,Fungicide,Oc1c(Br)cc(Br)cc1Br,330.801,10,3.6797000000000004
1678,Solan,2307-68-8,Herbicide,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,239.746,16,4.023120000000003
1679,Sophamide,37032-15-8,Insecticide,COCNC(=O)CSP(=S)(OC)OC,259.289,14,0.9569999999999996
1680,Sorbic acid,110-44-1,Fungicide,C/C=C/C=C/C(=O)O,112.12799999999999,8,1.2033
1681,Spirodiclofen,148477-71-8,Insecticide,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,411.3250000000003,27,5.943600000000005
1682,Spiromesifen,283594-90-1,Insecticide,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,370.4890000000002,27,5.171960000000005
1683,Spiroxamine,118134-30-8,Fungicide,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,297.48300000000006,21,4.066300000000004
1684,Stearyl imidazoline,95-19-2,Microbiocide,CCCCCCCCCCCCCCCCCC1=NCCN1CCO,352.6070000000001,25,5.954300000000007
1687,Strobane,8001-50-1,Insecticide,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,377.35299999999995,17,5.506400000000001
1688,Strychnine,57-24-9,"Avicide,Rodenticide",O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,334.41900000000004,25,2.0925000000000002
1690,Sulcotrione,99105-77-8,Herbicide,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,328.773,21,1.8645000000000003
1691,Sulfallate,95-06-7,Herbicide,C=C(Cl)CSC(=S)N(CC)CC,223.79399999999998,12,3.0988000000000016
1692,Sulfentrazone,122836-35-5,Herbicide,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,387.19500000000005,23,2.41582
1693,Sulfluramid,4151-50-2,Insecticide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,527.196,31,4.892600000000002
1694,Sulfometuron,74223-56-6,Herbicide,Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,350.3560000000001,24,1.3020399999999999
1695,Sulfometuron methyl,"74222-97-2, 78794-09-9",Herbicide,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,364.3830000000001,25,1.39044
1696,Sulfosulfuron,141776-32-1,Herbicide,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,470.48900000000026,31,0.4454999999999994
1697,Sulfotep,3689-24-5,Insecticide,CCOP(=S)(OCC)OP(=S)(OCC)OCC,322.3250000000001,17,3.5980000000000025
1698,Sulfoxide,120-62-7,"Insecticide,Synergist",CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,324.4860000000001,22,4.455500000000004
1699,Sulglycapin,51068-60-1,Herbicide,CNS(=O)(=O)OCC(=O)N1CCCCCC1,250.3199999999999,16,-0.13019999999999987
1700,Sulprofos,35400-43-2,Insecticide,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,322.457,18,5.191500000000004
1701,Tau-fluvalinate,"69409-94-5, 102851-06-9",Insecticide,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,502.9200000000002,35,7.395680000000005
1702,TCMTB,21564-17-0,"Fungicide,Microbiocide",N#CSCSc1nc2ccccc2s1,238.36200000000002,14,3.560180000000001
1703,Tebuconazole,"107534-96-3, 80443-41-0",Fungicide,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,307.825,21,3.3415000000000017
1704,Tebufenpyrad,119168-77-3,Insecticide,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,333.86300000000006,23,3.863400000000003
1705,Tebuthiuron,34014-18-1,Herbicide,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,228.321,15,1.6111999999999997
1706,Tecnazene,117-18-0,"Fungicide,Plant Growth Regulator",O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,260.891,13,4.2084
1707,Teflubenzuron,83121-18-0,Insecticide,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,381.1120000000001,24,4.5117
1708,Tefluthrin,79538-32-2,Insecticide,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,418.7360000000001,27,5.551820000000002
1709,Temephos,3383-96-8,Insecticide,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,466.47900000000016,27,5.630000000000004
1710,TEPP,107-49-3,Insecticide,CCOP(=O)(OCC)OP(=O)(OCC)OCC,290.189,17,3.3652000000000024
1711,Terbacil,5902-51-2,Herbicide,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,216.66799999999998,14,1.25342
1712,Terbufos,13071-79-9,"Insecticide,Nematicide",CCOP(=S)(OCC)SCSC(C)(C)C,288.44,15,4.506300000000004
1713,Terbumeton,33693-04-8,Herbicide,CCNc1nc(NC(C)(C)C)nc(OC)n1,225.296,16,1.5223999999999998
1714,Terbuthylazine,5915-41-3,"Algaecide,Herbicide,Microbiocide",CCNc1nc(Cl)nc(NC(C)(C)C)n1,229.715,15,2.1672000000000002
1715,Terbutol,1918-11-2,Herbicide,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,277.408,20,4.308220000000004
1716,Terbutryn,886-50-0,Herbicide,CCNc1nc(NC(C)(C)C)nc(SC)n1,241.364,16,2.2356999999999996
1717,Terpineols,"138-87-4, 586-81-2, 8000-41-7",Microbiocide,CC1=CCC(C(C)(C)O)CC1,154.25299999999996,11,2.503700000000001
1719,Etridiazole,2593-15-9,Fungicide,CCOc1nc(C(Cl)(Cl)Cl)ns1,247.53400000000002,12,2.7635000000000005
1720,tert-Butyl hydroperoxide,75-91-2,Microbiocide,CC(C)(C)OO,90.12199999999999,6,1.2745
1721,Tetrachlorophenol,25167-83-3,"Fungicide,Wood Preservative",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,231.893,11,4.0058
1722,"Tetrachlorvinphos, Z-isomer",22248-79-9,Insecticide,COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,365.96400000000006,19,5.6015000000000015
1723,Tetraconazole,112281-77-3,Fungicide,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,372.1490000000001,23,4.2432000000000025
1724,Tetradecyl dimethyl benzyl ammonium chloride,139-08-2,"Algaecide,Microbiocide",CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,332.59599999999995,24,6.964100000000008
1725,Tetradifon,116-29-0,Insecticide,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,356.057,19,5.133000000000001
1726,Tetrafluoron,27954-37-6,Herbicide,CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,280.22099999999995,19,3.016800000000001
1728,"Tetrahydrofurfuryl 2,4-dichlorophenoxyacetate",15146-99-3,Herbicide,O=C(COc1ccc(Cl)cc1Cl)OCC1CCCO1,305.1570000000001,19,3.094400000000001
1730,Tetramethrin,"7696-12-0, 1166-46-7",Insecticide,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,331.4120000000001,24,2.964900000000002
1731,Tetrasul,2227-13-6,Insecticide,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,324.05899999999997,17,6.451400000000001
1732,Thanite,115-31-1,Insecticide,CC1(C)[C@@H]2CC[C@]1(C)[C@@H](OC(=O)CSC#N)C2,253.36699999999996,17,2.958680000000001
1733,Thenylchlor,96491-05-3,Herbicide,COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,323.845,21,4.145540000000003
1734,Thiabendazole,148-79-8,Fungicide,c1ccc2[nH]c(-c3cscn3)nc2c1,201.254,14,2.6864
1736,Thiacloprid,111988-49-9,Insecticide,N#CN=C1SCCN1Cc1ccc(Cl)nc1,252.73000000000002,16,2.1208799999999997
1737,Thiamethoxam,153719-23-4,Insecticide,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],291.72,18,1.0231999999999997
1738,Thiazafluron,25366-23-8,Herbicide,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,240.20999999999998,15,1.3325
1739,Thiazopyr,117718-60-2,Herbicide,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,396.38100000000014,26,4.516500000000003
1740,Thifensulfuron,79277-67-1,"Breakdown product,Herbicide",COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccsc2C(=O)O)n1,373.37200000000007,24,0.45871999999999985
1741,Thifensulfuron-methyl,"79277-27-3, 79227-27-3",Herbicide,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,387.39900000000017,25,0.5471199999999999
1742,Thifluzamide,130000-40-7,Fungicide,Cc1nc(C(F)(F)F)c(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)s1,528.066,26,6.146220000000001
1743,Thiobencarb,28249-77-6,Herbicide,CCN(CC)C(=O)SCc1ccc(Cl)cc1,257.786,16,4.035000000000004
1744,Thiocyclam,31895-21-3,Insecticide,CN(C)C1CSSSC1,181.351,9,1.9597999999999998
1745,Thiodicarb,59669-26-0,"Insecticide,Molluscicide",CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,354.4790000000001,21,3.079200000000002
1746,Thiofanox,39196-18-4,Insecticide,CNC(=O)O/N=C(/CSC)C(C)(C)C,218.32199999999997,14,2.1075
1747,Thiometon,640-15-3,Insecticide,CCSCCSP(=S)(OC)OC,246.35899999999998,12,2.990000000000001
1748,Thionazin,297-97-2,Insecticide,CCOP(=S)(OCC)Oc1cnccn1,248.244,15,2.1529
1749,"Thionazin, O-analog",7359-55-9,"Breakdown product,Insecticide",CCOP(=O)(OCC)Oc1cnccn1,232.17600000000002,15,2.0365
1750,Thiophanate,23564-06-9,Fungicide,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,370.45600000000013,24,2.572400000000001
1751,Thiophanate-methyl,23564-05-8,Fungicide,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,342.4020000000001,22,1.7921999999999998
1752,Thiosultap,98968-92-4,Insecticide,CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)O,311.42800000000005,16,-0.011399999999999466
1753,Thiourea,62-56-6,"Impurity,Rodenticide",NC(N)=S,76.124,4,-0.8113000000000001
1754,Thiram,137-26-8,Fungicide,CN(C)C(=S)SSC(=S)N(C)C,240.44400000000002,12,2.0608
1756,Thymol,89-83-8,"Insecticide,Microbiocide",Cc1ccc(C(C)C)c(O)c1,150.221,11,2.824020000000001
1757,Tiocarbazil,36756-79-3,Herbicide,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,279.44900000000007,19,4.938800000000004
1758,Tolclofos-methyl,57018-04-9,Fungicide,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,301.131,16,4.197920000000002
1759,Tolnaftate,2398-96-1,Fungicide,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,307.41800000000006,22,4.948320000000003
1760,Toluene sulfonic acid,104-15-4,"Fungicide,Microbiocide",Cc1ccc(S(=O)(=O)O)cc1,172.205,11,1.2417200000000002
1761,Tolylfluanid,731-27-1,"Fungicide,Insecticide",Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,347.2640000000001,19,3.314420000000002
1763,Toxaphene,8001-35-2,Insecticide,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,411.7980000000001,18,5.377700000000002
1765,"Trans-1,2-bis (n-propylsulfonyl) ethene",1113-14-0,"Fungicide,Microbiocide",CCCS(=O)(=O)/C=C\S(=O)(=O)CCC,240.34599999999995,14,1.1072000000000002
1766,trans-Cinnamaldehyde,14371-10-9,"Dog and Cat Repellent,Insect Repellent,Insecticide",O=C/C=C/c1ccccc1,132.16199999999998,10,1.8987
1767,trans-Diallate,17708-58-6,Herbicide,CC(C)N(C(=O)SC/C(Cl)=C\Cl)C(C)C,270.225,15,4.277400000000004
1768,trans-Nonachlor,39765-80-5,Insecticide,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,444.2270000000001,19,5.900100000000001
1769,Transfluthrin,118712-89-3,Insecticide,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,371.15700000000004,23,4.877400000000002
1771,Triadimefon,43121-43-3,Fungicide,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,293.754,20,3.1243000000000016
1772,Triadimenol,55219-65-3,"Breakdown product,Fungicide",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,295.77,20,2.916100000000001
1773,Triallate,2303-17-5,Herbicide,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,304.6700000000001,16,4.843900000000003
1774,Triamiphos,1031-47-6,"Fungicide,Insecticide",CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,294.2990000000001,20,1.6066999999999998
1775,Triarimol,26766-27-8,Fungicide,OC(c1ccccc1)(c1cncnc1)c1ccc(Cl)cc1Cl,331.202,22,4.067600000000002
1776,Triasulfuron,82097-50-5,Herbicide,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,401.83200000000016,26,1.3166199999999995
1777,Triazamate,112143-82-5,Insecticide,CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,314.41100000000006,21,1.7605
1778,Triazbutil,16227-10-4,Fungicide,CCCCn1cnnc1,125.17499999999998,9,1.0781999999999998
1779,Triazofos,24017-47-8,Insecticide,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,313.319,20,2.943600000000001
1780,Triazoxide,72459-58-6,Fungicide,[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,247.64499999999998,17,1.1022999999999992
1781,Tribenuron,106040-48-6,Herbicide,COc1nc(C)nc(N(C)C(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,381.3700000000001,26,0.4215199999999999
1782,Tribenuron methyl,101200-48-0,Herbicide,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,395.39700000000016,27,0.5099199999999997
1783,Tribromophenol,118-79-6,Fungicide,Oc1c(Br)cc(Br)cc1Br,330.801,10,3.6797000000000004
1784,Tribromsalan,87-10-5,Microbiocide,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,449.92400000000004,19,4.932000000000001
1798,Tricamba,2307-49-5,Herbicide,COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O,255.48399999999998,14,3.353600000000001
1799,Trichlamide,70193-21-4,Fungicide,CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,340.634,20,3.635000000000003
1800,Trichlorfon,52-68-6,Insecticide,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.437,12,2.1609000000000003
1801,Trichloro melamine,7673-09-8,Microbiocide,ClNc1nc(NCl)nc(NCl)n1,229.45800000000003,12,1.5686999999999998
1802,Trichloro-s-triazinetrione,87-90-1,"Microbiocide,Water Treatment",O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,232.41,12,-0.8226
1803,Trichloroacetic acid,76-03-9,"Breakdown product,Herbicide",O=C(O)C(Cl)(Cl)Cl,163.387,7,1.4412
1804,"Trichloroacetic acid, sodium salt",650-51-1,Herbicide,O=C(O)C(Cl)(Cl)Cl,163.387,7,1.4412
1805,Trichloronat,327-98-0,Insecticide,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,333.60400000000004,17,5.391500000000002
1806,Triclocarban,101-20-2,Fungicide,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,315.587,19,5.290800000000001
1807,Triclopyr,55335-06-3,Herbicide,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,256.472,14,2.5052000000000003
1808,Triclopyr ethyl ester,60825-27-6,Herbicide,CCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,284.52599999999995,16,2.9837000000000016
1809,"Triclopyr, butoxyethyl ester",64700-56-7,Herbicide,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,356.63300000000004,21,3.7805000000000026
1811,Triclosan,3380-34-5,Microbiocide,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,289.54499999999996,17,5.144700000000002
1812,Tricyclazole,41814-78-2,Fungicide,Cc1cccc2sc3nncn3c12,189.24300000000002,13,2.25242
1813,Tridemorph,"24602-86-6, 81412-43-3",Fungicide,CCCCCCCCCCCCCN1CC(C)OC(C)C1,297.527,21,5.406600000000005
1814,Tridiphane,58138-08-2,Herbicide,Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1,320.43000000000006,16,4.979200000000001
1815,Trietazine,1912-26-1,Herbicide,CCNc1nc(Cl)nc(N(CC)CC)n1,229.71499999999997,15,1.803
1816,Triethanolamine,102-71-6,"Adjuvant,Insecticide,Microbiocide",OCCN(CCO)CCO,149.19,10,-1.734699999999999
1826,Triethylene glycol,112-27-6,"Adjuvant,Microbiocide",OCCOCCOCCO,150.174,10,-0.9958000000000002
1827,Trifenmorph,1420-06-0,Molluscicide,c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,329.44300000000015,25,4.310700000000004
1828,Trifloxystrobin,141517-21-7,Fungicide,CO/N=C(\C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,408.37600000000003,29,4.169700000000004
1829,Trifloxysulfuron-sodium,"290332-10-4, 199119-58-9",Herbicide,COc1cc(OC)nc(NC(=O)N=S(=O)(O)c2ncccc2OCC(F)(F)F)n1,437.3560000000001,29,2.3619000000000003
1830,Triflumizole,"68694-11-1, 99387-89-0",Fungicide,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,345.752,23,4.560200000000004
1831,Triflumuron,64628-44-0,Insecticide,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,358.70300000000003,24,4.200500000000002
1832,Trifluralin,1582-09-8,Herbicide,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],335.28200000000004,23,4.148200000000004
1833,Triflusulfuron-methyl,126535-15-7,Herbicide,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,492.4360000000002,33,1.4841199999999997
1834,Trifop,58594-74-4,Herbicide,CC(Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C(=O)O,326.27,23,4.349600000000002
1835,Triforine,"26644-46-2, 37273-84-0","Fungicide,Insecticide",O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,434.9660000000001,22,1.488600000000001
1836,Trimethacarb mixture,12407-86-2,"Dog and Cat Repellent,Insecticide,Molluscicide",CNC(=O)Oc1cc(C)cc(C)c1C,193.24599999999998,14,2.3300600000000005
1837,"Trimethacarb, (2,3,5)- component of",2655-15-4,"Insecticide,Molluscicide",CNC(=O)Oc1cc(C)cc(C)c1C,193.24599999999998,14,2.3300600000000005
1838,"Trimethacarb, (3,4,5)- component of",2686-99-9,"Insecticide,Molluscicide",CNC(=O)Oc1cc(C)c(C)c(C)c1,193.24599999999998,14,2.3300600000000005
1839,Trimethoxybenzene,135-77-3,"Dog and Cat Repellent,Insect Repellent,Insecticide",COc1ccc(OC)c(OC)c1,168.19199999999998,12,1.7124
1841,Trimeturon,3050-27-9,Herbicide,COC(=Nc1ccc(Cl)cc1)N(C)C,212.68,14,2.5355000000000008
1842,Trioxymethylene,110-88-3,"Fungicide,Microbiocide",C1OCOCO1,90.078,6,-0.07769999999999999
1845,Triticonazole,131983-72-7,Fungicide,CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,22,3.566200000000003
1846,Tritosulfuron,142469-14-5,Herbicide,COc1nc(NC(=O)NS(=O)(=O)c2ccccc2C(F)(F)F)nc(C(F)(F)F)n1,445.30100000000004,29,2.4282000000000004
1847,"Trysben (2,3,6-Trichlorobenzoic acid)",50-31-7,Herbicide,O=C(O)c1c(Cl)ccc(Cl)c1Cl,225.458,12,3.3450000000000006
1849,Vamidothion,2275-23-2,Insecticide,CNC(=O)CCSCCSP(=O)(OC)OC,287.343,16,1.9898
1850,Vancide 30-R,6385-58-6,Microbiocide,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.057,19,5.862600000000001
1851,Vernolate,1929-77-7,Herbicide,CCCSC(=O)N(CCC)CCC,203.35099999999994,13,3.3716000000000026
1852,Vinclozolin,50471-44-8,Fungicide,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,286.11400000000003,18,3.4213000000000013
1853,Warfarin,81-81-2,"Drug,Rodenticide",CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,308.333,23,3.609600000000002
1855,Xanthine,69-89-6,"Bait,Insecticide",O=c1[nH]c(=O)c2[nH]cnc2[nH]1,152.113,11,-1.0605000000000004
1856,XMC,2655-14-3,Insecticide,CNC(=O)Oc1cc(C)cc(C)c1,179.219,13,2.02164
1857,Xylachlor,63114-77-2,Herbicide,Cc1cccc(N(C(=O)CCl)C(C)C)c1C,239.74599999999998,16,3.283640000000002
1858,Xylene,1330-20-7,"Microbiocide,Solvent",Cc1cccc(C)c1,106.16799999999999,8,2.30344
1859,Xylylcarb,2425-10-7,Insecticide,CNC(=O)Oc1ccc(C)c(C)c1,179.21899999999997,13,2.02164
1860,(Z)-Mevinphos,338-45-4,Insecticide,COC(=O)/C=C(/C)OP(=O)(OC)OC,224.14899999999997,14,1.4807
1861,Zoxamide,156052-68-5,Fungicide,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,336.6460000000001,20,4.008220000000003
1862,Capsaicin II,2444-46-4,Insecticide,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,293.40700000000004,21,3.7676000000000025
1864,"1-Chloro-5,5-dimethylhydantoin",6921-17-1,Fungicide,CC1(C)C(=O)NC(=O)N1Cl,162.576,10,0.4706000000000002
1866,Metrafenone,220899-03-6,Fungicide,COc1cc(C)c(C(=O)c2c(OC)ccc(Br)c2C)c(OC)c1OC,409.2760000000002,25,4.3313400000000035
1868,"2,4-dichlorophenyl methanesulfonate",3687-13-6,Nematicide,CS(=O)(=O)Oc1ccc(Cl)cc1Cl,241.095,13,2.3318000000000003
1869,Caffeine hydrochloride,5892-18-2,Molluscicide,CN1C=Nc2c1c(=O)n(C)c(=O)n2C,194.194,14,-1.0293
1871,Diethatyl,38725-95-0,Herbicide,CCc1cccc(CC)c1N(CC(=O)O)C(=O)CCl,283.75499999999994,19,2.4678000000000004
1873,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropane carboxylic acid, 2,3-Dihydro-4-phenyl-1H-inden-2-yl ester",78383-23-0,Insecticide,CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC1Cc2cccc(-c3ccccc3)c2C1,434.88500000000016,30,6.3212000000000055
1874,"3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid cis-(6,7-dihydro-5H-dibenzo[a,c]cyclohepten-4-yl",90011-75-9,Insecticide,CC1(C)[C@H](C(=O)OCc2cccc3c2CCCc2ccccc2-3)[C@@H]1/C=C(\Cl)C(F)(F)F,448.91200000000003,31,6.842700000000004
1875,Glufosinate-P,35597-44-5,Herbicide,N[C@@H](CC[P+](=O)CO)C(=O)O,180.12,11,-0.4344000000000004
1876,Fluazuron,86811-58-7,Insecticide,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,506.21400000000017,33,6.439600000000001
1877,Chromafenozide,143807-66-3,"Insect Growth Regulator,Insecticide",Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,394.51500000000027,29,4.522560000000004
1878,Ethiprole,181587-01-9,Insecticide,CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,397.209,24,3.7792800000000017
1879,Fluacrypyrim,229977-93-9,Insecticide,CO/C=C(/C(=O)OC)c1ccccc1COc1cc(C(F)(F)F)nc(OC(C)C)n1,426.39100000000013,30,4.021900000000003
1880,"DDT, o,p",789-02-6,Insecticide,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,354.491,19,6.495500000000002
1881,Phorate oxygen analog,2600-69-3,"Breakdown product,Insecticide",CCOP(=O)(OCC)SCSCC,244.31799999999998,13,3.6113000000000026
1882,Imazamethabenz,100728-84-5,"Breakdown product,Herbicide",Cc1ccc(C(=O)O)c(C2=NC(C)(C(C)C)C(=O)N2)c1,274.31999999999994,20,1.9843199999999999
1883,Tolfenpyrad,"129-55-8, 129558--8, 129558-76-5",Insecticide,CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,383.879,27,4.6666200000000035
1884,"Oxazolidine, 3,3'-methylenebis[5-methyl-",66204-44-2,Microbiocide,CC1CN(CN2COC(C)C2)CO1,186.25499999999997,13,0.3003
1885,2-(Decylthio)ethanamine,29873-30-1,Microbiocide,CCCCCCCCCCSCCN,217.42199999999997,14,3.8190000000000026
1886,Captafol (cis isomer),2939-80-2,Fungicide,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,349.0659999999999,18,3.520900000000002
1888,"Tetrachlorvinphos, E-isomer",961-11-5,Insecticide,COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,365.96400000000006,19,5.6015000000000015
1890,"Perfluorooctane sulfonate, potassium salt",2795-39-3,Insecticide,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.1259999999999,29,4.841100000000001
1892,"Dinitro cresol, ammonium salt",2980-64-5,"Fungicide,Herbicide,Insecticide",Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,198.134,14,1.5170199999999998
1895,Nitenpyram,"120738-89-8, 150824-47-8",Insecticide,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,270.72,18,1.8518999999999999
1897,Matrine,519-02-8,Insecticide,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,248.36999999999995,18,1.8717
1898,Cnidiadin,41137-88-6,"Fungicide,Insecticide",CC(C)C(=O)OC(C)(C)C1Cc2c(ccc3ccc(=O)oc23)O1,316.35300000000007,23,3.074300000000002
